target_id	length	eff_length	est_counts	tpm
G93;G93.1(-)	2228	2079	2875	62.928
G94;G94.1(+)	1252	1103	212	8.74623
G95;G95.1(+)	1951	1802	22	0.555557
G96;G96.1(-)	1956	1807	22	0.554019
G97;G97.1(-)	915	766	516	30.6536
G98;G98.1(+)	938	789	663.096	38.2437
G98;G98.2(+)	468	319	77.9043	11.113
G99;G99.1(-)	778	629	552.506	39.9712
G100;G100.1(-)	879	730	27682.6	1725.62
G100;G100.2(-)	684	535	0	0
G101;G101.1(+)	705	556	1278.89	104.669
G102;G102.1(-)	2075	1926	137.425	3.24691
G102;G102.2(-)	2202	2053	82.5751	1.83029
G103;G103.1(-)	1744	1595	786	22.4245
G104;G104.1(-)	2579	2430	1142	21.3855
G105;G105.1(-)	724	575	19	1.50365
G106;G106.1(+)	1828	1679	578	15.6653
G107;G107.1(+)	828	679	1592.68	106.738
G107;G107.2(+)	473	324	0	0
G107;G107.3(+)	558	409	0	0
G108;G108.1(-)	1834	1685	903.189	24.3915
G108;G108.2(-)	1362	1213	1099.81	41.2589
G109;G109.1(-)	2120	1971	344	7.94204
G110;G110.1(-)	1997	1848	93	2.29003
G111;G111.1(+)	1718	1569	81	2.34921
G112;G112.1(-)	1323	1174	217.748	8.44006
G112;G112.2(-)	1342	1193	26.0172	0.992388
G112;G112.3(-)	611	462	99.2352	9.77426
G113;G113.1(+)	2160	2011	240.55	5.4432
G113;G113.2(+)	1951	1802	190.45	4.80935
G114;G114.1(-)	1426	1277	160	5.70151
G115;G115.1(-)	209	60.5922	14	10.5141
G116;G116.1(-)	562	413	263	28.9779
G117;G117.1(-)	721	572	204.139	16.2402
G118;G118.1(-)	1413	1264	772	27.7927
G119;G119.1(-)	979	830	75.0344	4.1138
G120;G120.1(+)	905	756	169.453	10.1997
G121;G121.1(-)	1325	1176	13	0.503033
G122;G122.1(-)	2360	2211	228	4.69252
G123;G123.1(+)	1031	882	359	18.5219
G124;G124.1(+)	801	652	32.4371	2.26388
G124;G124.2(+)	1092	943	63.6673	3.07231
G124;G124.3(+)	966	817	0	0
G124;G124.4(+)	1019	870	37.8956	1.98212
G125;G125.1(+)	1030	881	72.1211	3.72518
G126;G126.1(+)	883	734	114.879	7.12205
G127;G127.1(+)	604	455	12	1.20014
G128;G128.1(+)	1541	1392	1226	40.0785
G129;G129.1(+)	2032	1883	55	1.32915
G130;G130.1(-)	2554	2405	715	13.5286
G131;G131.1(-)	1355	1206	10003	377.436
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	3516	39.7506
G133;G133.1(-)	1697	1548	199	5.84982
G134;G134.1(-)	1576	1427	195	6.21829
G135;G135.1(+)	1561	1412	486	15.6625
G136;G136.1(+)	774	625	69.6002	5.06746
G136;G136.2(+)	947	798	50.7399	2.89339
G137;G137.1(+)	978	829	402.929	22.1174
G138;G138.1(-)	797	648	7790.54	547.083
G138;G138.2(-)	1328	1179	19.4603	0.751097
G139;G139.1(-)	1340	1191	473	18.0722
G140;G140.1(+)	1164	1015	171	7.66638
G141;G141.1(+)	1099	950	333	15.9507
G142;G142.1(+)	1994	1845	636	15.6863
G143;G143.1(+)	1049	900	422	21.3369
G144;G144.1(+)	1562	1413	0	0
G144;G144.2(+)	1741	1592	851	24.3247
G145;G145.1(+)	1357	1208	268.262	10.1054
G145;G145.2(+)	1245	1096	2.73837	0.113695
G146;G146.1(-)	849	700	714	46.4152
G147;G147.1(-)	713	564	315.833	25.4823
G148;G148.1(-)	817	668	705.762	48.0775
G148;G148.2(-)	712	563	2.67338	0.216079
G149;G149.1(+)	678	529	724.987	62.3641
G150;G150.1(+)	773	624	128	9.33439
G151;G151.1(-)	2442	2293	994	19.7262
G152;G152.1(-)	1373	1224	621.576	23.1086
G152;G152.2(-)	1602	1453	174.424	5.46261
G153;G153.1(+)	863	714	696	44.358
G154;G154.1(-)	1404	1255	4	0.145036
G155;G155.1(-)	871	722	53	3.34041
G156;G156.1(+)	1163	1014	526	23.6052
G157;G157.1(+)	1750	1601	611	17.3664
G158;G158.1(+)	1549	1400	73.0267	2.37364
G158;G158.2(+)	1736	1587	16.9733	0.486686
G159;G159.1(-)	1261	1112	133	5.44261
G160;G160.1(-)	545	396	178	20.4543
G161;G161.1(-)	1225	1076	17	0.718947
G162;G162.1(-)	1991	1842	650	16.0577
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1233	33.7999
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	1	0.103893
G165;G165.1(-)	889	740	9192	565.248
G166;G166.1(-)	506	357	338	43.0833
G167;G167.1(-)	1776	1627	180	5.03437
G168;G168.1(-)	734	585	15	1.1668
G169;G169.1(-)	1292	1143	337.47	13.4354
G169;G169.2(-)	1133	984	0	0
G170;G170.1(-)	2063	1914	52.5023	1.24824
G171;G171.1(+)	1665	1516	16.4977	0.495205
G172;G172.1(-)	1690	1541	56.8099	1.67757
G172;G172.2(-)	1391	1242	147.19	5.39284
G173;G173.1(+)	1499	1350	201	6.77521
G174;G174.1(+)	1463	1314	656	22.7179
G175;G175.1(-)	1702	1553	492	14.4163
G176;G176.1(+)	1485	1336	248	8.44706
G177;G177.1(-)	982	833	298	16.2792
G178;G178.1(+)	1284	1135	214	8.57982
G179;G179.1(+)	1035	886	72	3.69793
G180;G180.1(-)	1768	1619	585	16.4426
G181;G181.1(-)	1907	1758	123	3.18381
G182;G182.1(-)	2276	2127	405.713	8.67985
G182;G182.2(-)	2199	2050	1390.28	30.8609
G182;G182.3(-)	500	351	76.0054	9.85367
G183;G183.1(-)	951	802	225	12.7664
G184;G184.1(+)	680	531	102	8.7411
G185;G185.1(-)	1448	1299	63	2.20695
G186;G186.1(-)	2221	2072	700	15.3734
G187;G187.1(-)	2658	2509	1508.53	27.3598
G187;G187.2(-)	1053	904	491.474	24.7396
G188;G188.1(-)	1939	1790	69	1.75411
G189;G189.1(+)	1272	1123	102	4.13315
G190;G190.1(+)	802	653	77	5.36584
G191;G191.1(-)	1510	1361	350.233	11.7101
G191;G191.2(-)	1550	1401	207.767	6.74837
G192;G192.1(-)	1552	1403	336	10.8979
G192;G192.2(-)	1448	1299	0	0
G193;G193.1(+)	1447	1298	341	11.9547
G194;G194.1(-)	2602	2453	857.615	15.9095
G194;G194.2(-)	2632	2483	73.3845	1.34489
G195;G195.1(-)	1054	905	308	15.4868
G196;G196.1(-)	3072	2923	3466	53.9585
G197;G197.1(+)	1260	1111	20	0.819174
G198;G198.1(+)	874	725	65	4.07977
G199;G199.1(-)	944	795	147.526	8.44425
G199;G199.2(-)	847	698	21.4742	1.39998
G200;G200.1(-)	621	472	279	26.8982
G201;G201.1(+)	2085	1936	348	8.17964
G202;G202.1(-)	621	472	386	37.214
G203;G203.1(-)	762	613	115	8.53685
G204;G204.1(-)	1430	1281	439	15.5947
G205;G205.1(+)	916	767	92.4371	5.48418
G205;G205.2(+)	1067	918	425.563	21.0951
G206;G206.1(-)	1333	1184	117.456	4.51425
G206;G206.2(-)	1873	1724	31.9259	0.842688
G206;G206.3(-)	1491	1342	110.418	3.74409
G206;G206.4(-)	1148	999	407.2	18.5482
G207;G207.1(-)	472	323	145	20.428
G208;G208.1(-)	2512	2363	47.7374	0.919296
G208;G208.2(-)	2413	2264	49.2626	0.990151
G209;G209.1(+)	2462	2313	1092	21.4836
G210;G210.1(-)	1751	1602	806	22.8946
G211;G211.1(-)	478	329	8	1.10651
G212;G212.1(-)	969	820	635	35.2387
G213;G213.1(+)	2147	1998	45.6686	1.04012
G213;G213.2(+)	1972	1823	36.3314	0.906893
G214;G214.1(-)	1726	1577	68	1.96217
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	1358	45.8087
G216;G216.1(+)	1758	1609	677	19.1467
G217;G217.1(-)	1765	1616	13.6949	0.385637
G217;G217.2(-)	1647	1498	321.305	9.76037
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	276.399	16.5494
G219;G219.1(-)	1916	1767	726	18.6965
G219;G219.2(-)	981	832	2	0.109387
G220;G220.1(-)	650	501	586	53.2256
G221;G221.1(+)	3047	2898	1612.55	25.3206
G221;G221.2(+)	3084	2935	2775.45	43.0315
G222;G222.1(-)	1946	1797	244	6.17877
G223;G223.1(+)	1673	1524	170	5.07603
G224;G224.1(-)	1105	956	244.391	11.6329
G224;G224.2(-)	936	787	0	0
G224;G224.3(-)	839	690	99.609	6.56916
G225;G225.1(-)	2041	1892	97	2.33298
G226;G226.1(+)	1339	1190	454	17.3608
G227;G227.1(-)	1008	859	991.529	52.5258
G227;G227.2(-)	4274	4125	3024.47	33.3646
G228;G228.1(+)	1847	1698	297	7.95938
G229;G229.1(-)	983	834	127.553	6.95962
G229;G229.2(-)	1033	884	250.447	12.8921
G230;G230.1(+)	1715	1566	857	24.9029
G231;G231.1(+)	1400	1251	148	5.3835
G232;G232.1(-)	826	677	3976	267.25
G233;G233.1(-)	1092	943	234	11.2918
G234;G234.1(+)	2444	2295	1951	38.6843
G235;G235.1(-)	2757	2608	1533	26.7482
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	931.809	29.5897
G236;G236.3(+)	1166	1017	476.191	21.3069
G237;G237.1(+)	1322	1173	642	24.9056
G238;G238.1(-)	881	732	3	0.186496
G239;G239.1(+)	789	640	61.7835	4.39292
G239;G239.2(+)	673	524	65.2165	5.66352
G240;G240.1(+)	1501	1352	1744	58.6989
G241;G241.1(-)	1446	1297	619	21.7176
G242;G242.1(+)	1588	1439	1060	33.5201
G243;G243.1(-)	2912	2763	284	4.67733
G244;G244.1(-)	2227	2078	548.572	12.0129
G244;G244.2(-)	2268	2119	2793.05	59.9803
G245;G245.1(-)	1782	1633	321	8.94498
G246;G246.1(+)	1249	1100	587	24.2832
G247;G247.1(+)	1703	1554	230	6.735
G248;G248.1(-)	920	771	429	25.32
G249;G249.1(+)	763	614	1312	97.2357
G250;G250.1(-)	1097	948	69	3.31208
G251;G251.1(+)	2007	1858	393.228	9.63072
G251;G251.2(+)	1818	1669	485.772	13.2445
G252;G252.1(-)	1271	1122	12	0.486686
G253;G253.1(+)	1920	1771	1170.93	30.0865
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	510.473	30.9722
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	652.187	243.261
G253;G253.7(+)	1336	1187	170.339	6.53016
G254;G254.1(+)	856	707	7.59598	0.488905
G254;G254.2(+)	647	498	0	0
G255;G255.1(+)	633	484	257.349	24.1957
G255;G255.2(+)	307	158	0	0
G255;G255.3(+)	848	699	2023.81	131.751
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	0	0
G257;G257.1(-)	2090	1941	3247	76.1232
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	328	12.4277
G259;G259.1(-)	1484	1335	1176	40.0854
G260;G260.1(+)	1363	1214	5	0.187418
G261;G261.1(-)	1616	1467	28.2531	0.876388
G261;G261.2(-)	1712	1563	54.7469	1.5939
G262;G262.1(-)	2091	1942	900	21.0889
G263;G263.1(-)	2062	1913	31	0.737407
G264;G264.1(+)	727	578	70	5.511
G265;G265.1(-)	1291	1142	839	33.4315
G266;G266.1(+)	1295	1146	16	0.635325
G267;G267.1(+)	1771	1622	221	6.20015
G268;G268.1(+)	1225	1076	244	10.319
G269;G269.1(-)	2005	1856	468	11.4744
G270;G270.1(+)	805	656	1151.06	79.8462
G270;G270.2(+)	1027	878	1085.94	56.2823
G271;G271.1(-)	2293	2144	2205.63	46.8133
G271;G271.2(-)	2232	2083	209.177	4.56967
G271;G271.3(-)	1209	1060	207.19	8.89452
G272;G272.1(-)	448	299	0	0
G273;G273.1(+)	1083	934	15.9148	0.775383
G273;G273.2(+)	973	824	0.000497957	2.74995e-05
G273;G273.3(+)	489	340	3.08466	0.412846
G274;G274.1(+)	827	678	5	0.335584
G275;G275.1(-)	760	611	170	12.661
G276;G276.1(-)	1495	1346	403.063	13.6266
G277;G277.1(-)	1141	992	79	3.6239
G278;G278.1(+)	1389	1240	146	5.35786
G279;G279.1(+)	698	549	21643.3	1793.95
G279;G279.2(+)	1222	1073	43.8433	1.85936
G279;G279.3(+)	1082	933	266.903	13.0176
G280;G280.1(+)	1808	1659	263	7.2139
G281;G281.1(-)	2690	2541	297	5.31878
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	26	1.70726
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	361	12.0524
G285;G285.1(-)	643	494	206.204	18.9946
G285;G285.2(-)	1010	861	424.796	22.4511
G286;G286.1(-)	1889	1740	220	5.75352
G287;G287.1(+)	848	699	1	0.0651003
G288;G288.1(+)	960	811	1103	61.8892
G289;G289.1(+)	928	779	67	3.91379
G290;G290.1(-)	1849	1700	660	17.6667
G291;G291.1(+)	1194	1045	1389	60.4848
G292;G292.1(-)	1079	930	179	8.75852
G293;G293.1(+)	486	337	70	9.45211
G294;G294.1(-)	1941	1792	92	2.3362
G294;G294.2(-)	1612	1463	0	0
G295;G295.1(-)	2753	2604	22	0.384452
G296;G296.1(-)	2039	1890	262	6.30812
G297;G297.1(+)	1617	1468	389	12.0582
G298;G298.1(+)	3435	3286	124	1.71718
G298;G298.2(+)	1580	1431	0	0
G299;G299.1(+)	2087	1938	400	9.39219
G300;G300.1(-)	1489	1340	244	8.28601
G300;G300.2(-)	1431	1282	0	0
G301;G301.1(-)	2121	1972	124	2.86138
G301;G301.2(-)	2008	1859	0	0
G302;G302.1(-)	1011	862	1071.83	56.5821
G302;G302.2(-)	859	710	909.171	58.2704
G303;G303.1(-)	1179	1030	985	43.5171
G304;G304.1(-)	1978	1829	148	3.68221
G305;G305.1(+)	2631	2482	514	9.42371
G306;G306.1(+)	2019	1870	93	2.26309
G307;G307.1(-)	1058	909	320	16.0194
G308;G308.1(+)	1505	1356	124	4.16124
G309;G309.1(+)	543	394	212	24.485
G310;G310.1(+)	1297	1148	159	6.30254
G311;G311.1(+)	1642	1493	440.183	13.4163
G311;G311.2(+)	2925	2776	6.81738	0.111753
G312;G312.1(+)	1624	1475	0	0
G312;G312.2(+)	1840	1691	228.27	6.1428
G312;G312.3(+)	1190	1041	364.73	15.9434
G313;G313.1(+)	747	598	664	50.5274
G314;G314.1(+)	1288	1139	21.9604	0.87736
G314;G314.2(+)	1319	1170	253.546	9.86125
G314;G314.3(+)	3215	3066	12.0947	0.179508
G314;G314.4(+)	1099	950	27.3984	1.31239
G315;G315.1(-)	2864	2715	505	8.46412
G316;G316.1(-)	1878	1729	947	24.9239
G317;G317.1(+)	781	632	90	6.48016
G318;G318.1(+)	1193	1044	27	1.17686
G319;G319.1(-)	1749	1600	393.392	11.1883
G319;G319.2(-)	1702	1553	193.608	5.67301
G320;G320.1(+)	815	666	181	12.367
G321;G321.1(-)	767	618	551	40.5717
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	158	11.983
G323;G323.1(+)	1130	981	226	10.4833
G324;G324.1(+)	1945	1796	13	0.32938
G325;G325.1(+)	1399	1250	54	1.96582
G326;G326.1(-)	1159	1010	48	2.16262
G327;G327.1(-)	763	614	257.145	19.0577
G327;G327.2(-)	646	497	114.855	10.5161
G328;G328.1(-)	2489	2340	442	8.59542
G329;G329.1(-)	1452	1303	60	2.0954
G330;G330.1(-)	1107	958	358	17.0051
G331;G331.1(-)	1101	952	37	1.76858
G332;G332.1(-)	2348	2199	243	5.02854
G333;G333.1(+)	492	343	7	0.928676
G334;G334.1(-)	1218	1069	240	10.2163
G335;G335.1(+)	1470	1321	453	15.6047
G336;G336.1(-)	1437	1288	72.5855	2.56445
G336;G336.2(-)	1220	1071	22.4145	0.95236
G337;G337.1(+)	2275	2126	897	19.1995
G338;G338.1(+)	421	272	50	8.36492
G339;G339.1(-)	767	618	463.963	34.1629
G339;G339.2(-)	634	485	9680.04	908.23
G340;G340.1(+)	1308	1159	316	12.4069
G341;G341.1(-)	888	739	1637	100.801
G342;G342.1(+)	2153	2004	2472	56.1321
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	828	18.1494
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	859	37.4057
G345;G345.1(+)	1981	1832	93	2.31003
G346;G346.1(+)	1908	1759	167	4.32027
G347;G347.1(+)	1735	1586	167	4.79153
G348;G348.1(+)	1804	1655	33.3459	0.916863
G348;G348.2(+)	1937	1788	201.654	5.13216
G349;G349.1(-)	1011	862	206	10.8748
G350;G350.1(+)	2309	2160	64.4061	1.35686
G350;G350.2(+)	2412	2263	132.594	2.66624
G351;G351.1(-)	1095	946	425	20.4436
G352;G352.1(-)	1373	1224	179.618	6.67774
G352;G352.2(-)	1269	1120	32.3818	1.31566
G353;G353.1(-)	2670	2521	49	0.884471
G354;G354.1(-)	1825	1676	455	12.3537
G355;G355.1(+)	2624	2475	901	16.5657
G356;G356.1(+)	3144	2995	319	4.84679
G357;G357.1(-)	1046	897	124	6.29057
G358;G358.1(+)	794	645	43	3.03368
G359;G359.1(+)	928	779	59	3.44647
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	374	13.7582
G361;G361.1(+)	1789	1640	617	17.1199
G362;G362.1(-)	687	538	640	54.1325
G363;G363.1(+)	1385	1236	292	10.7504
G364;G364.1(+)	1907	1758	372	9.62907
G365;G365.1(+)	1272	1123	16	0.648337
G366;G366.1(+)	2724	2575	1115	19.7042
G367;G367.1(+)	456	307	0	0
G367;G367.2(+)	1728	1579	1082	31.1821
G368;G368.1(-)	1593	1444	678	21.366
G368;G368.2(-)	1329	1180	0	0
G369;G369.1(+)	1786	1637	489	13.5932
G370;G370.1(-)	2061	1912	1854	44.1248
G371;G371.1(-)	1252	1103	763.615	31.5036
G371;G371.2(-)	953	804	0	0
G371;G371.3(-)	1226	1077	606.385	25.6208
G372;G372.1(+)	1227	1078	5	0.211063
G373;G373.1(-)	1038	889	946	48.4228
G374;G374.1(+)	1060	911	115	5.74434
G375;G375.1(+)	1002	853	379	20.2186
G376;G376.1(-)	1500	1351	301.133	10.1429
G376;G376.2(-)	2395	2246	569.867	11.5458
G377;G377.1(+)	830	681	7	0.467747
G378;G378.1(-)	2578	2429	4696	87.9754
G379;G379.1(+)	446	297	38	5.82221
G380;G380.1(+)	2685	2536	1432	25.6953
G381;G381.1(+)	482	333	24.0079	3.28073
G381;G381.2(+)	1071	922	169	8.34096
G382;G382.1(+)	1402	1253	36	1.30741
G383;G383.1(+)	702	553	141	11.6026
G384;G384.1(-)	1206	1057	85	3.65935
G385;G385.1(-)	842	693	157.5	10.3421
G385;G385.2(-)	776	627	118.5	8.60025
G386;G386.1(+)	1572	1423	227.343	7.27004
G386;G386.2(+)	1418	1269	89.6573	3.21503
G387;G387.1(+)	830	681	495	33.0764
G388;G388.1(+)	1909	1760	994	25.7001
G389;G389.1(+)	1217	1068	655	27.9081
G390;G390.1(-)	1895	1746	1017	26.5056
G391;G391.1(+)	1574	1425	26	0.830269
G392;G392.1(+)	665	516	8	0.705506
G393;G393.1(-)	2441	2292	482	9.56958
G394;G394.1(-)	1952	1803	699	17.6418
G395;G395.1(-)	1806	1657	663	18.2075
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	44.3807	2.29494
G396;G396.3(+)	1014	865	1389.02	73.0723
G397;G397.1(-)	1376	1227	98	3.63448
G398;G398.1(-)	1708	1559	34	0.992415
G399;G399.1(+)	1801	1652	417	11.4865
G400;G400.1(-)	1245	1096	110	4.56712
G401;G401.1(-)	974	825	189.187	10.4351
G401;G401.2(-)	1135	986	161.813	7.46787
G402;G402.1(-)	1529	1380	258	8.50748
G403;G403.1(+)	1044	895	270.653	13.761
G403;G403.2(+)	774	625	58.3468	4.24813
G404;G404.1(+)	1699	1550	219	6.42944
G405;G405.1(+)	1915	1766	297	7.6529
G406;G406.1(-)	856	707	84	5.40655
G407;G407.1(+)	2027	1878	2282	55.2943
G408;G408.1(+)	953	804	180	10.1877
G409;G409.1(-)	1304	1155	189	7.4463
G410;G410.1(-)	2750	2601	391.812	6.85484
G410;G410.2(-)	2651	2502	148.188	2.69518
G411;G411.1(+)	967	818	3	0.166889
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4174	95.5906
G413;G413.1(+)	1342	1193	92.9808	3.54661
G413;G413.2(+)	1403	1254	3099.02	112.457
G414;G414.1(-)	1199	1050	2377	103.015
G415;G415.1(-)	3912	3763	3586	43.3647
G416;G416.1(-)	639	490	263	24.4242
G417;G417.1(-)	1341	1192	1755	66.9979
G418;G418.1(+)	1309	1160	143.487	5.62881
G418;G418.2(+)	1406	1257	155.505	5.6295
G418;G418.3(+)	634	485	178.007	16.7016
G419;G419.1(+)	922	773	417	24.5481
G420;G420.1(-)	907	758	10359.3	621.902
G420;G420.2(-)	576	427	218.685	23.3051
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	2.53121	0.289405
G420;G420.5(-)	733	584	4.2863	0.333988
G420;G420.6(-)	585	436	2.33614	0.243822
G420;G420.7(-)	529	380	1.32052	0.158133
G420;G420.8(-)	713	564	0	0
G420;G420.9(-)	682	533	11.3449	0.968579
G420;G420.10(-)	638	489	14.189	1.32039
G421;G421.1(-)	637	488	79	7.36661
G422;G422.1(-)	920	771	524	30.927
G423;G423.1(-)	735	586	13	1.0095
G424;G424.1(-)	879	730	134	8.353
G425;G425.1(-)	1135	986	1543	71.2114
G426;G426.1(+)	2099	1950	449.344	10.4859
G426;G426.2(+)	2156	2007	194.656	4.41347
G427;G427.1(-)	654	505	7	0.630764
G428;G428.1(-)	2167	2018	788.897	17.7893
G428;G428.2(-)	723	574	13.1035	1.03881
