target_id	length	eff_length	est_counts	tpm
G93;G93.1(-)	2228	2079	4142	80.1581
G94;G94.1(+)	1252	1103	498	18.1654
G95;G95.1(+)	1951	1802	36	0.803784
G96;G96.1(-)	1956	1807	63	1.40273
G97;G97.1(-)	915	766	511	26.8401
G98;G98.1(+)	938	789	1030.74	52.5608
G98;G98.2(+)	468	319	172.264	21.7268
G99;G99.1(-)	778	629	484.953	31.0199
G100;G100.1(-)	879	730	25660.2	1414.26
G100;G100.2(-)	684	535	3.73892	0.28118
G101;G101.1(+)	705	556	486.099	35.1756
G102;G102.1(-)	2075	1926	147.484	3.08093
G102;G102.2(-)	2202	2053	112.516	2.20503
G103;G103.1(-)	1744	1595	897	22.6268
G104;G104.1(-)	2579	2430	1638	27.1206
G105;G105.1(-)	724	575	26	1.81927
G106;G106.1(+)	1828	1679	1266	30.3371
G107;G107.1(+)	828	679	2159.66	127.97
G107;G107.2(+)	473	324	0	0
G107;G107.3(+)	558	409	0	0
G108;G108.1(-)	1834	1685	1799.24	42.9616
G108;G108.2(-)	1362	1213	1593.76	52.8633
G109;G109.1(-)	2120	1971	518	10.5739
G110;G110.1(-)	1997	1848	178	3.87534
G111;G111.1(+)	1718	1569	195	5.00038
G112;G112.1(-)	1323	1174	510.756	17.504
G112;G112.2(-)	1342	1193	67.2175	2.26691
G112;G112.3(-)	611	462	150.026	13.0652
G113;G113.1(+)	2160	2011	404.124	8.08527
G113;G113.2(+)	1951	1802	230.876	5.15484
G114;G114.1(-)	1426	1277	235	7.40404
G115;G115.1(-)	209	60.5922	22	14.6082
G116;G116.1(-)	562	413	396	38.5777
G117;G117.1(-)	721	572	529.657	37.2555
G118;G118.1(-)	1413	1264	1452	46.218
G119;G119.1(-)	979	830	57.4501	2.78487
G120;G120.1(+)	905	756	193	10.2713
G121;G121.1(-)	1325	1176	24	0.821099
G122;G122.1(-)	2360	2211	340	6.18702
G123;G123.1(+)	1031	882	325	14.8254
G124;G124.1(+)	801	652	15.3923	0.949834
G124;G124.2(+)	1092	943	58.5681	2.49886
G124;G124.3(+)	966	817	21.0889	1.03854
G124;G124.4(+)	1019	870	104.951	4.85353
G125;G125.1(+)	1030	881	116.232	5.30814
G126;G126.1(+)	883	734	143.768	7.88056
G127;G127.1(+)	604	455	19	1.68009
G128;G128.1(+)	1541	1392	1534	44.3382
G129;G129.1(+)	2032	1883	133	2.8418
G130;G130.1(-)	2554	2405	1128	18.8706
G131;G131.1(-)	1355	1206	14798	493.682
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	4871	48.6905
G133;G133.1(-)	1697	1548	299	7.77127
G134;G134.1(-)	1576	1427	250	7.04868
G135;G135.1(+)	1561	1412	786	22.3965
G136;G136.1(+)	774	625	12.6172	0.812221
G136;G136.2(+)	947	798	244.474	12.326
G137;G137.1(+)	978	829	678.76	32.9422
G138;G138.1(-)	797	648	8428.82	523.339
G138;G138.2(-)	1328	1179	32.1843	1.0983
G139;G139.1(-)	1340	1191	718	24.2552
G140;G140.1(+)	1164	1015	280	11.099
G141;G141.1(+)	1099	950	509	21.5569
G142;G142.1(+)	1994	1845	1071	23.3553
G143;G143.1(+)	1049	900	840	37.5516
G144;G144.1(+)	1562	1413	243.458	6.93224
G144;G144.2(+)	1741	1592	373.542	9.44034
G145;G145.1(+)	1357	1208	431.429	14.3692
G145;G145.2(+)	1245	1096	85.5714	3.1413
G146;G146.1(-)	849	700	1210	69.5471
G147;G147.1(-)	713	564	325.518	23.2213
G148;G148.1(-)	817	668	967.405	58.2671
G148;G148.2(-)	712	563	0	0
G149;G149.1(+)	678	529	1124.6	85.5332
G150;G150.1(+)	773	624	120	7.73728
G151;G151.1(-)	2442	2293	1381	24.2316
G152;G152.1(-)	1373	1224	949.574	31.2132
G152;G152.2(-)	1602	1453	133.426	3.6946
G153;G153.1(+)	863	714	1093	61.5905
G154;G154.1(-)	1404	1255	8	0.256471
G155;G155.1(-)	871	722	50	2.78628
G156;G156.1(+)	1163	1014	976	38.7261
G157;G157.1(+)	1750	1601	870	21.8635
G158;G158.1(+)	1549	1400	168.027	4.82883
G158;G158.2(+)	1736	1587	16.9733	0.430309
G159;G159.1(-)	1261	1112	140	5.06541
G160;G160.1(-)	545	396	209	21.2345
G161;G161.1(-)	1225	1076	595	22.2483
G162;G162.1(-)	1991	1842	907	19.8111
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1451	35.1683
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	0	0
G165;G165.1(-)	889	740	7443	404.676
G166;G166.1(-)	506	357	452	50.9403
G167;G167.1(-)	1776	1627	249	6.15749
G168;G168.1(-)	734	585	17	1.16919
G169;G169.1(-)	1292	1143	650.812	22.9087
G169;G169.2(-)	1133	984	11.9835	0.489983
G170;G170.1(-)	2063	1914	91.1564	1.91618
G171;G171.1(+)	1665	1516	71.8436	1.90669
G172;G172.1(-)	1690	1541	85.5336	2.23319
G172;G172.2(-)	1391	1242	180.466	5.8461
G173;G173.1(+)	1499	1350	378	11.2655
G174;G174.1(+)	1463	1314	826	25.2916
G175;G175.1(-)	1702	1553	440	11.3992
G176;G176.1(+)	1485	1336	371	11.1727
G177;G177.1(-)	982	833	305	14.7315
G178;G178.1(+)	1284	1135	344	12.1942
G179;G179.1(+)	1035	886	68	3.08793
G180;G180.1(-)	1768	1619	844	20.9743
G181;G181.1(-)	1907	1758	265	6.06483
G182;G182.1(-)	2276	2127	104.307	1.97305
G182;G182.2(-)	2199	2050	2135.55	41.913
G182;G182.3(-)	500	351	87.1385	9.98837
G183;G183.1(-)	951	802	330	16.5551
G184;G184.1(+)	680	531	184	13.9417
G185;G185.1(-)	1448	1299	522	16.1679
G186;G186.1(-)	2221	2072	1042	20.2334
G187;G187.1(-)	2658	2509	922.312	14.79
G187;G187.2(-)	1053	904	286.688	12.7595
G188;G188.1(-)	1939	1790	86	1.93302
G189;G189.1(+)	1272	1123	112	4.01264
G190;G190.1(+)	802	653	146	8.99562
G191;G191.1(-)	1510	1361	502.875	14.866
G191;G191.2(-)	1550	1401	178.125	5.1154
G192;G192.1(-)	1552	1403	443	12.7039
G192;G192.2(-)	1448	1299	0	0
G193;G193.1(+)	1447	1298	249.191	7.72412
G194;G194.1(-)	2602	2453	1300	21.3225
G194;G194.2(-)	2632	2483	0	0
G195;G195.1(-)	1054	905	457	20.317
G196;G196.1(-)	3072	2923	3948	54.3425
G197;G197.1(+)	1260	1111	26	0.941566
G198;G198.1(+)	874	725	63	3.49618
G199;G199.1(-)	944	795	167.921	8.49826
G199;G199.2(-)	847	698	0.0787844	0.00454126
G200;G200.1(-)	621	472	471	40.1486
G201;G201.1(+)	2085	1936	468	9.72595
G202;G202.1(-)	621	472	429	36.5685
G203;G203.1(-)	762	613	88	5.77582
G204;G204.1(-)	1430	1281	748	23.4933
G205;G205.1(+)	916	767	327.675	17.1886
G205;G205.2(+)	1067	918	407.325	17.8521
G206;G206.1(-)	1333	1184	289.651	9.84272
G206;G206.2(-)	1873	1724	44.891	1.04764
G206;G206.3(-)	1491	1342	253.782	7.60852
G206;G206.4(-)	1148	999	466.676	18.795
G207;G207.1(-)	472	323	153	19.0581
G208;G208.1(-)	2512	2363	381	6.48713
G208;G208.2(-)	2413	2264	0	0
G209;G209.1(+)	2462	2313	1578	27.4488
G210;G210.1(-)	1751	1602	1063	26.697
G211;G211.1(-)	478	329	8	0.978331
G212;G212.1(-)	969	820	1049.88	51.5133
G213;G213.1(+)	2147	1998	119.971	2.41585
G213;G213.2(+)	1972	1823	0.0294573	0.000650126
G214;G214.1(-)	1726	1577	164	4.18412
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	1602	47.7796
G216;G216.1(+)	1758	1609	926	23.1551
G217;G217.1(-)	1765	1616	164.339	4.09158
G217;G217.2(-)	1647	1498	324.765	8.72266
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	499.162	26.4253
G219;G219.1(-)	1916	1767	1287	29.3045
G219;G219.2(-)	981	832	6	0.290148
G220;G220.1(-)	650	501	1147	92.1122
G221;G221.1(+)	3047	2898	1758.82	24.4183
G221;G221.2(+)	3084	2935	3328.18	45.6236
G222;G222.1(-)	1946	1797	371	8.30649
G223;G223.1(+)	1673	1524	315	8.31605
G224;G224.1(-)	1105	956	380.962	16.033
G224;G224.2(-)	936	787	6.74356e-05	3.44751e-06
G224;G224.3(-)	839	690	375.038	21.8684
G225;G225.1(-)	2041	1892	125	2.65816
G226;G226.1(+)	1339	1190	602	20.3536
G227;G227.1(-)	1008	859	1988.75	93.1491
G227;G227.2(-)	4274	4125	6543.25	63.8206
G228;G228.1(+)	1847	1698	415	9.83336
G229;G229.1(-)	983	834	179.244	8.64711
G229;G229.2(-)	1033	884	419.756	19.1045
G230;G230.1(+)	1715	1566	1039	26.6941
G231;G231.1(+)	1400	1251	203	6.52875
G232;G232.1(-)	826	677	2835	168.483
G233;G233.1(-)	1092	943	384	16.3837
G234;G234.1(+)	2444	2295	2314	40.5669
G235;G235.1(-)	2757	2608	2549	39.3237
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	1485.09	41.6963
G236;G236.3(+)	1166	1017	589.914	23.3378
G237;G237.1(+)	1322	1173	741	25.4163
G238;G238.1(-)	881	732	5	0.274821
G239;G239.1(+)	789	640	36.9262	2.32138
G239;G239.2(+)	673	524	76.0738	5.84111
G240;G240.1(+)	1501	1352	2213	65.8561
G241;G241.1(-)	1446	1297	806	25.0027
G242;G242.1(+)	1588	1439	1191	33.2999
G243;G243.1(-)	2912	2763	511	7.44101
G244;G244.1(-)	2227	2078	118.71	2.29845
G244;G244.2(-)	2268	2119	4141.83	78.6418
G245;G245.1(-)	1782	1633	478	11.777
G246;G246.1(+)	1249	1100	539	19.7146
G247;G247.1(+)	1703	1554	281	7.27523
G248;G248.1(-)	920	771	568	29.6405
G249;G249.1(+)	763	614	2158	141.408
G250;G250.1(-)	1097	948	76	3.2255
G251;G251.1(+)	2007	1858	1032.22	22.3521
G251;G251.2(+)	1818	1669	706.778	17.038
G252;G252.1(-)	1271	1122	35	1.25507
G253;G253.1(+)	1920	1771	1053.63	23.9364
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	274.745	14.7387
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	795.445	262.326
G253;G253.7(+)	1336	1187	307.092	10.409
G254;G254.1(+)	856	707	0	0
G254;G254.2(+)	647	498	0	0
G255;G255.1(+)	633	484	0	0
G255;G255.2(+)	307	158	0	0
G255;G255.3(+)	848	699	2552.45	146.917
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	13.3533	0.35276
G257;G257.1(-)	2090	1941	4265	88.4067
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	287	9.61458
G259;G259.1(-)	1484	1335	3091	93.1557
G260;G260.1(+)	1363	1214	11	0.364557
G261;G261.1(-)	1616	1467	20.7184	0.568221
G261;G261.2(-)	1712	1563	111.282	2.86455
G262;G262.1(-)	2091	1942	1361	28.1968
G263;G263.1(-)	2062	1913	39	0.820241
G264;G264.1(+)	727	578	76	5.29026
G265;G265.1(-)	1291	1142	1271	44.7787
G266;G266.1(+)	1295	1146	33	1.15857
G267;G267.1(+)	1771	1622	408	10.1205
G268;G268.1(+)	1225	1076	346	12.9377
G269;G269.1(-)	2005	1856	633	13.722
G270;G270.1(+)	805	656	1233.02	75.6236
G270;G270.2(+)	1027	878	1518.98	69.6065
G271;G271.1(-)	2293	2144	3418.91	64.1585
G271;G271.2(-)	2232	2083	258.234	4.98788
G271;G271.3(-)	1209	1060	309.856	11.761
G272;G272.1(-)	448	299	1	0.134561
G273;G273.1(+)	1083	934	57.9657	2.49699
G273;G273.2(+)	973	824	0.0342552	0.0016726
G273;G273.3(+)	489	340	0	0
G274;G274.1(+)	827	678	9	0.534078
G275;G275.1(-)	760	611	291.339	19.1844
G276;G276.1(-)	1495	1346	675	20.1767
G277;G277.1(-)	1141	992	222	9.00395
G278;G278.1(+)	1389	1240	197	6.39199
G279;G279.1(+)	698	549	38872.7	2848.81
G279;G279.2(+)	1222	1073	210.456	7.89137
G279;G279.3(+)	1082	933	264.841	11.4208
G280;G280.1(+)	1808	1659	244	5.91746
G281;G281.1(-)	2690	2541	607	9.61116
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	37	2.14813
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	562.071	16.5915
G285;G285.1(-)	643	494	277.146	22.5722
G285;G285.2(-)	1010	861	561.854	26.255
G286;G286.1(-)	1889	1740	337	7.79242
G287;G287.1(+)	848	699	3	0.172677
G288;G288.1(+)	960	811	1557	77.243
G289;G289.1(+)	928	779	64	3.30548
G290;G290.1(-)	1849	1700	1165	27.572
G291;G291.1(+)	1194	1045	1928	74.2305
G292;G292.1(-)	1079	930	209	9.0418
G293;G293.1(+)	486	337	92	10.9837
G294;G294.1(-)	1941	1792	123.907	2.78195
G294;G294.2(-)	1612	1463	0.0929122	0.00255517
G295;G295.1(-)	2753	2604	40	0.618032
G296;G296.1(-)	2039	1890	318	6.76951
G297;G297.1(+)	1617	1468	561	15.3755
G298;G298.1(+)	3435	3286	141	1.72641
G298;G298.2(+)	1580	1431	0	0
G299;G299.1(+)	2087	1938	620	12.8715
G300;G300.1(-)	1489	1340	516	15.493
G300;G300.2(-)	1431	1282	0	0
G301;G301.1(-)	2121	1972	428	8.7323
G301;G301.2(-)	2008	1859	9.65746e-06	2.09014e-07
G302;G302.1(-)	1011	862	1429.11	66.7035
G302;G302.2(-)	859	710	987.895	55.9814
G303;G303.1(-)	1179	1030	1293	50.5072
G304;G304.1(-)	1978	1829	213	4.68552
G305;G305.1(+)	2631	2482	716	11.6065
G306;G306.1(+)	2019	1870	144	3.09822
G307;G307.1(-)	1058	909	894	39.5699
G308;G308.1(+)	1505	1356	181	5.37045
G309;G309.1(+)	543	394	157	16.0323
G310;G310.1(+)	1297	1148	294	10.3038
G311;G311.1(+)	1642	1493	1010.95	27.2434
G311;G311.2(+)	2925	2776	15.0513	0.218145
G312;G312.1(+)	1624	1475	0	0
G312;G312.2(+)	1840	1691	491.576	11.696
G312;G312.3(+)	1190	1041	335.424	12.9639
G313;G313.1(+)	747	598	860	57.8614
G314;G314.1(+)	1288	1139	24.1656	0.853621
G314;G314.2(+)	1319	1170	543.212	18.6799
G314;G314.3(+)	3215	3066	52.8215	0.693154
G314;G314.4(+)	1099	950	34.8014	1.47389
G315;G315.1(-)	2864	2715	663	9.82506
G316;G316.1(-)	1878	1729	1093	25.4341
G317;G317.1(+)	781	632	123	7.83032
G318;G318.1(+)	1193	1044	32	1.23322
G319;G319.1(-)	1749	1600	604.468	15.2
G319;G319.2(-)	1702	1553	210.532	5.45429
G320;G320.1(+)	815	666	271	16.3714
G321;G321.1(-)	767	618	1058	68.8793
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	182	12.2043
G323;G323.1(+)	1130	981	297	12.1809
G324;G324.1(+)	1945	1796	20	0.448038
G325;G325.1(+)	1399	1250	83	2.67153
G326;G326.1(-)	1159	1010	109	4.34207
G327;G327.1(-)	763	614	110.205	7.22146
G327;G327.2(-)	646	497	174.795	14.1502
G328;G328.1(-)	2489	2340	416	7.15268
G329;G329.1(-)	1452	1303	95	2.9334
G330;G330.1(-)	1107	958	613	25.7446
G331;G331.1(-)	1101	952	36	1.52145
G332;G332.1(-)	2348	2199	523	9.56903
G333;G333.1(+)	492	343	10	1.173
G334;G334.1(-)	1218	1069	258	9.71032
G335;G335.1(+)	1470	1321	449	13.6752
G336;G336.1(-)	1437	1288	107.715	3.36475
G336;G336.2(-)	1220	1071	52.2847	1.96416
G337;G337.1(+)	2275	2126	1102	20.855
G338;G338.1(+)	421	272	94	13.9043
G339;G339.1(-)	767	618	153.15	9.97056
G339;G339.2(-)	634	485	5921.85	491.255
G340;G340.1(+)	1308	1159	661	22.9461
G341;G341.1(-)	888	739	1178	64.1346
G342;G342.1(+)	2153	2004	2713	54.4683
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	1079	20.9115
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	1468	56.5199
G345;G345.1(+)	1981	1832	182	3.99703
G346;G346.1(+)	1908	1759	273	6.24437
G347;G347.1(+)	1735	1586	187	4.74384
G348;G348.1(+)	1804	1655	0	0
G348;G348.2(+)	1937	1788	172	3.87037
G349;G349.1(-)	1011	862	281	13.1157
G350;G350.1(+)	2309	2160	15.8682	0.295574
G350;G350.2(+)	2412	2263	227.132	4.03817
G351;G351.1(-)	1095	946	553	23.5194
G352;G352.1(-)	1373	1224	381.755	12.5486
G352;G352.2(-)	1269	1120	43.2449	1.55349
G353;G353.1(-)	2670	2521	110	1.75554
G354;G354.1(-)	1825	1676	673	16.156
G355;G355.1(+)	2624	2475	1608	26.1398
G356;G356.1(+)	3144	2995	440	5.91082
G357;G357.1(-)	1046	897	166	7.44573
G358;G358.1(+)	794	645	62	3.86744
G359;G359.1(+)	928	779	73	3.77031
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	884	28.7524
G361;G361.1(+)	1789	1640	762	18.694
G362;G362.1(-)	687	538	826	61.7717
G363;G363.1(+)	1385	1236	440	14.3227
G364;G364.1(+)	1907	1758	739	16.9129
G365;G365.1(+)	1272	1123	32	1.14647
G366;G366.1(+)	2724	2575	1363	21.2966
G367;G367.1(+)	456	307	0	0
G367;G367.2(+)	1728	1579	1406	35.8257
G368;G368.1(-)	1593	1444	888	24.7421
G368;G368.2(-)	1329	1180	0	0
G369;G369.1(+)	1786	1637	726	17.8435
G370;G370.1(-)	2061	1912	2816	59.2566
G371;G371.1(-)	1252	1103	1609.98	58.7268
G371;G371.2(-)	953	804	0	0
G371;G371.3(-)	1226	1077	327.022	12.2167
G372;G372.1(+)	1227	1078	16	0.597163
G373;G373.1(-)	1038	889	1220	55.2141
G374;G374.1(+)	1060	911	159	7.02215
G375;G375.1(+)	1002	853	557	26.2723
G376;G376.1(-)	1500	1351	252.102	7.50779
G376;G376.2(-)	2395	2246	348.898	6.25001
G377;G377.1(+)	830	681	1	0.0590805
G378;G378.1(-)	2578	2429	5816	96.336
G379;G379.1(+)	446	297	31	4.19949
G380;G380.1(+)	2685	2536	1881	29.8422
G381;G381.1(+)	482	333	34.004	4.10845
G381;G381.2(+)	1071	922	161	7.02565
G382;G382.1(+)	1402	1253	57	1.83027
G383;G383.1(+)	702	553	205	14.9149
G384;G384.1(-)	1206	1057	80	3.04514
G385;G385.1(-)	842	693	84	4.87683
G385;G385.2(-)	776	627	323	20.7265
G386;G386.1(+)	1572	1423	380	10.7441
G386;G386.2(+)	1418	1269	0	0
G387;G387.1(+)	830	681	810	47.8552
G388;G388.1(+)	1909	1760	1544	35.2961
G389;G389.1(+)	1217	1068	744	28.0281
G390;G390.1(-)	1895	1746	1935	44.5891
G391;G391.1(+)	1574	1425	22	0.621154
G392;G392.1(+)	665	516	20	1.55945
G393;G393.1(-)	2441	2292	327	5.74017
G394;G394.1(-)	1952	1803	647	14.4378
G395;G395.1(-)	1806	1657	900	21.853
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	64.5084	2.94934
G396;G396.3(+)	1014	865	2442.49	113.608
G397;G397.1(-)	1376	1227	101	3.31183
G398;G398.1(-)	1708	1559	54	1.3936
G399;G399.1(+)	1801	1652	630	15.3434
G400;G400.1(-)	1245	1096	628	23.0537
G401;G401.1(-)	974	825	233.3	11.3776
G401;G401.2(-)	1135	986	409.7	16.7179
G402;G402.1(-)	1529	1380	291	8.48409
G403;G403.1(+)	1044	895	370.611	16.6605
G403;G403.2(+)	774	625	75.3888	4.85309
G404;G404.1(+)	1699	1550	371	9.63017
G405;G405.1(+)	1915	1766	461	10.5027
G406;G406.1(-)	856	707	210	11.9506
G407;G407.1(+)	2027	1878	3896	83.467
G408;G408.1(+)	953	804	267	13.3612
G409;G409.1(-)	1304	1155	174	6.0612
G410;G410.1(-)	2750	2601	742.479	11.4851
G410;G410.2(-)	2651	2502	155.521	2.50088
G411;G411.1(+)	967	818	0	0
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4890	99.0154
G413;G413.1(+)	1342	1193	125.16	4.22101
G413;G413.2(+)	1403	1254	2365.84	75.9066
G414;G414.1(-)	1199	1050	2324	89.0509
G415;G415.1(-)	3912	3763	5222	55.8334
G416;G416.1(-)	639	490	598	49.1017
G417;G417.1(-)	1341	1192	2883	97.3106
G418;G418.1(+)	1309	1160	61.2674	2.12502
G418;G418.2(+)	1406	1257	518.348	16.5912
G418;G418.3(+)	634	485	201.385	16.7062
G419;G419.1(+)	922	773	549	28.5749
G420;G420.1(-)	907	758	9306.41	493.975
G420;G420.2(-)	576	427	0	0
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	0	0
G420;G420.5(-)	733	584	4.18808	0.288532
G420;G420.6(-)	585	436	2.27266	0.20972
G420;G420.7(-)	529	380	0	0
G420;G420.8(-)	713	564	0	0
G420;G420.9(-)	682	533	11.0443	0.833684
G420;G420.10(-)	638	489	36.0857	2.96905
G421;G421.1(-)	637	488	108	8.90421
G422;G422.1(-)	920	771	639	33.3456
G423;G423.1(-)	735	586	27	1.85378
G424;G424.1(-)	879	730	296	16.314
G425;G425.1(-)	1135	986	2061	84.0994
G426;G426.1(+)	2099	1950	774.654	15.9832
G426;G426.2(+)	2156	2007	167.346	3.35474
G427;G427.1(-)	654	505	13	1.03572
G428;G428.1(-)	2167	2018	1357.81	27.0713
G428;G428.2(-)	723	574	23.1895	1.62544
