target_id	length	eff_length	est_counts	tpm
G47;G47.1(-)	1798	1649	0	0
G47;G47.2(-)	1919	1770	97	2.20722
G48;G48.1(+)	821	672	22	1.31856
G49;G49.1(-)	333	184	42	9.19345
G50;G50.1(-)	1006	857	436	20.4905
G51;G51.1(-)	1545	1396	1	0.0288511
G52;G52.1(+)	1519	1370	1217	35.7781
G53;G53.1(+)	674	525	199	15.2666
G54;G54.1(-)	894	745	80	4.32495
G55;G55.1(-)	2063	1914	0	0
G55;G55.2(-)	1998	1849	355	7.73283
G56;G56.1(-)	1441	1292	2265.34	70.6186
G56;G56.2(-)	3140	2991	86.6552	1.16688
G57;G57.1(-)	1201	1052	117	4.47937
G58;G58.1(-)	1066	917	79	3.4698
G59;G59.1(-)	1333	1184	1145.93	38.9811
G59;G59.2(-)	1371	1222	1454.07	47.9248
G60;G60.1(-)	3540	3391	2515.94	29.8826
G60;G60.2(-)	683	534	427.801	32.2662
G60;G60.3(-)	2020	1871	61.2628	1.31877
G61;G61.1(+)	876	727	37	2.04981
G62;G62.1(+)	1306	1157	282.726	9.8419
G62;G62.2(+)	1040	891	203.274	9.18866
G63;G63.1(-)	2056	1907	1951	41.2054
G64;G64.1(-)	862	713	25	1.41221
G65;G65.1(-)	758	609	91	6.01827
G66;G66.1(+)	1853	1704	286	6.75995
G67;G67.1(+)	1382	1233	8	0.261321
G68;G68.1(+)	978	829	2	0.0971679
G69;G69.1(-)	878	729	5	0.276242
G70;G70.1(-)	944	795	0	0
G71;G71.1(-)	1234	1085	133	4.93707
G71;G71.2(-)	1061	912	0	0
G72;G72.1(-)	602	453	58.6713	5.21645
G72;G72.2(-)	1118	969	3158.33	131.275
G72;G72.3(-)	1027	878	6.05579	0.277795
G72;G72.4(-)	1066	917	25561.4	1122.7
G72;G72.5(-)	1123	974	7592.53	313.961
G72;G72.6(-)	983	834	0	0
G73;G73.1(-)	1219	1070	328.812	12.3769
G73;G73.2(-)	959	810	12226.2	607.93
G74;G74.1(+)	1270	1121	72	2.58687
G75;G75.1(+)	2225	2076	926.463	17.9741
G75;G75.2(+)	217	68.2613	21.5368	12.7073
G76;G76.1(+)	833	684	8	0.471065
G77;G77.1(+)	2166	2017	270	5.39144
G78;G78.1(-)	1765	1616	175	4.36158
G79;G79.1(+)	1568	1419	23	0.652819
G80;G80.1(+)	892	743	560	30.3561
G81;G81.1(+)	1299	1150	218	7.63495
G82;G82.1(-)	896	747	177	9.54333
G83;G83.1(-)	2333	2184	1407.96	25.9648
G83;G83.2(-)	2136	1987	136.042	2.75755
G84;G84.1(+)	2957	2808	211	3.02644
G85;G85.1(-)	1806	1657	730.095	17.7461
G85;G85.2(-)	1499	1350	847.905	25.2965
G86;G86.1(+)	1019	870	99	4.58314
G87;G87.1(+)	1405	1256	79.6056	2.55271
G87;G87.2(+)	494	345	0	0
G87;G87.3(+)	979	830	1593.39	77.3201
G88;G88.1(+)	393	244	0	0
G88;G88.2(+)	1874	1725	4416	103.107
G88;G88.3(+)	1466	1317	0	0
G88;G88.4(+)	1473	1324	0	0
G89;G89.1(+)	665	516	168	13.1131
G90;G90.1(-)	686	537	203.33	15.2502
G90;G90.2(-)	583	434	22.6699	2.10381
G91;G91.1(-)	1195	1046	76	2.92637
G92;G92.1(-)	1686	1537	613	16.0633
G93;G93.1(-)	2228	2079	2351	45.5455
G94;G94.1(+)	1252	1103	224	8.17937
G95;G95.1(+)	1951	1802	42	0.938732
G96;G96.1(-)	1956	1807	16	0.356623
G97;G97.1(-)	915	766	908	47.7424
G98;G98.1(+)	938	789	548.943	28.0219
G98;G98.2(+)	468	319	172.057	21.7235
G99;G99.1(-)	778	629	456.623	29.2385
G100;G100.1(-)	879	730	31112.6	1716.57
G100;G100.2(-)	684	535	0	0
G101;G101.1(+)	705	556	1889.76	136.892
G102;G102.1(-)	2075	1926	168.959	3.53324
G102;G102.2(-)	2202	2053	88.0408	1.7272
G103;G103.1(-)	1744	1595	740	18.6861
G104;G104.1(-)	2579	2430	1306	21.6463
G105;G105.1(-)	724	575	15	1.05068
G106;G106.1(+)	1828	1679	221	5.30138
G107;G107.1(+)	828	679	2333.95	138.443
G107;G107.2(+)	473	324	0	0
G107;G107.3(+)	558	409	2.04664	0.201542
G108;G108.1(-)	1834	1685	788.951	18.8581
G108;G108.2(-)	1362	1213	892.049	29.6193
G109;G109.1(-)	2120	1971	300	6.1303
G110;G110.1(-)	1997	1848	66	1.43843
G111;G111.1(+)	1718	1569	49	1.25783
G112;G112.1(-)	1323	1174	200.286	6.87115
G112;G112.2(-)	1342	1193	75.9407	2.56378
G112;G112.3(-)	611	462	102.774	8.95956
G113;G113.1(+)	2160	2011	279.038	5.58855
G113;G113.2(+)	1951	1802	287.962	6.43617
G114;G114.1(-)	1426	1277	202	6.371
G115;G115.1(-)	209	60.5922	10	6.64707
G116;G116.1(-)	562	413	266	25.9405
G117;G117.1(-)	721	572	247.163	17.4034
G118;G118.1(-)	1413	1264	710	22.6234
G119;G119.1(-)	979	830	27.8105	1.34951
G120;G120.1(+)	905	756	157.873	8.41072
G121;G121.1(-)	1325	1176	26	0.890458
G122;G122.1(-)	2360	2211	118	2.14952
G123;G123.1(+)	1031	882	374	17.0785
G124;G124.1(+)	801	652	10.5467	0.651503
G124;G124.2(+)	1092	943	0	0
G124;G124.3(+)	966	817	41.8611	2.06365
G124;G124.4(+)	1019	870	38.5922	1.7866
G125;G125.1(+)	1030	881	95.4382	4.36308
G126;G126.1(+)	883	734	117.562	6.45086
G127;G127.1(+)	604	455	35	3.09816
G128;G128.1(+)	1541	1392	1082	31.3066
G129;G129.1(+)	2032	1883	56	1.1978
G130;G130.1(-)	2554	2405	622	10.4165
G131;G131.1(-)	1355	1206	9968	332.896
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	3184	31.8606
G133;G133.1(-)	1697	1548	200	5.20363
G134;G134.1(-)	1576	1427	217	6.12467
G135;G135.1(+)	1561	1412	580	16.544
G136;G136.1(+)	774	625	66.4018	4.27905
G136;G136.2(+)	947	798	59.9653	3.02653
G137;G137.1(+)	978	829	254.507	12.365
G138;G138.1(-)	797	648	8547.56	531.269
G138;G138.2(-)	1328	1179	43.4356	1.48381
G139;G139.1(-)	1340	1191	520	17.5849
G140;G140.1(+)	1164	1015	199.354	7.91053
G141;G141.1(+)	1099	950	270	11.4469
G142;G142.1(+)	1994	1845	488	10.653
G143;G143.1(+)	1049	900	450	20.138
G144;G144.1(+)	1562	1413	164.418	4.68657
G144;G144.2(+)	1741	1592	819.582	20.7346
G145;G145.1(+)	1357	1208	10.7857	0.359608
G145;G145.2(+)	1245	1096	149.214	5.48336
G146;G146.1(-)	849	700	546.199	31.4268
G147;G147.1(-)	713	564	389.484	27.8137
G148;G148.1(-)	817	668	822.773	49.6079
G148;G148.2(-)	712	563	4.7356	0.338777
G149;G149.1(+)	678	529	1009.71	76.8754
G150;G150.1(+)	773	624	120	7.7454
G151;G151.1(-)	2442	2293	867	15.2287
G152;G152.1(-)	1373	1224	673.519	22.1624
G152;G152.2(-)	1602	1453	79.4808	2.20315
G153;G153.1(+)	863	714	544	30.6865
G154;G154.1(-)	1404	1255	3	0.0962775
G155;G155.1(-)	871	722	34	1.89666
G156;G156.1(+)	1163	1014	700	27.804
G157;G157.1(+)	1750	1601	701	17.6349
G158;G158.1(+)	1549	1400	43.0267	1.23782
G158;G158.2(+)	1736	1587	16.9733	0.43076
G159;G159.1(-)	1261	1112	92	3.33219
G160;G160.1(-)	545	396	213	21.6637
G161;G161.1(-)	1225	1076	16	0.598901
G162;G162.1(-)	1991	1842	719	15.7212
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1246	30.2313
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	0	0
G165;G165.1(-)	889	740	17129	932.283
G166;G166.1(-)	506	357	282	31.8147
G167;G167.1(-)	1776	1627	132	3.26764
G168;G168.1(-)	734	585	13	0.895024
G169;G169.1(-)	1292	1143	1002	35.3076
G169;G169.2(-)	1133	984	0	0
G170;G170.1(-)	2063	1914	86.8941	1.8285
G171;G171.1(+)	1665	1516	25.1059	0.666998
G172;G172.1(-)	1690	1541	51.5385	1.34703
G172;G172.2(-)	1391	1242	162.462	5.26837
G173;G173.1(+)	1499	1350	216	6.44417
G174;G174.1(+)	1463	1314	873	26.7588
G175;G175.1(-)	1702	1553	570	14.7826
G176;G176.1(+)	1485	1336	305	9.19477
G177;G177.1(-)	982	833	577	27.8983
G178;G178.1(+)	1284	1135	170	6.03254
G179;G179.1(+)	1035	886	74	3.36392
G180;G180.1(-)	1768	1619	516	12.8366
G181;G181.1(-)	1907	1758	127	2.90959
G182;G182.1(-)	2276	2127	204.832	3.87863
G182;G182.2(-)	2199	2050	1527.51	30.0108
G182;G182.3(-)	500	351	137.659	15.7959
G183;G183.1(-)	951	802	144	7.23162
G184;G184.1(+)	680	531	87	6.59891
G185;G185.1(-)	1448	1299	56	1.73631
G186;G186.1(-)	2221	2072	691	13.4318
G187;G187.1(-)	2658	2509	2493.37	40.0251
G187;G187.2(-)	1053	904	658.632	29.3442
G188;G188.1(-)	1939	1790	34	0.765021
G189;G189.1(+)	1272	1123	117	4.19617
G190;G190.1(+)	802	653	100	6.16785
G191;G191.1(-)	1510	1361	371.283	10.9874
G191;G191.2(-)	1550	1401	271.717	7.81135
G192;G192.1(-)	1552	1403	342	9.81783
G192;G192.2(-)	1448	1299	1.46183e-05	4.53247e-07
G193;G193.1(+)	1447	1298	435	13.4978
G194;G194.1(-)	2602	2453	732	12.0188
G194;G194.2(-)	2632	2483	0	0
G195;G195.1(-)	1054	905	249	11.0815
G196;G196.1(-)	3072	2923	4406	60.7104
G197;G197.1(+)	1260	1111	47	1.70385
G198;G198.1(+)	874	725	73	4.05539
G199;G199.1(-)	944	795	180.309	9.13478
G199;G199.2(-)	847	698	47.6907	2.75186
G200;G200.1(-)	621	472	295	25.1726
G201;G201.1(+)	2085	1936	315	6.55319
G202;G202.1(-)	621	472	410	34.9856
G203;G203.1(-)	762	613	60	3.94219
G204;G204.1(-)	1430	1281	551	17.3241
G205;G205.1(+)	916	767	416.821	21.8878
G205;G205.2(+)	1067	918	243.179	10.6692
G206;G206.1(-)	1333	1184	153.831	5.23287
G206;G206.2(-)	1873	1724	31.9259	0.745853
G206;G206.3(-)	1491	1342	76.443	2.29421
G206;G206.4(-)	1148	999	488.8	19.7067
G207;G207.1(-)	472	323	132	16.4596
G208;G208.1(-)	2512	2363	0	0
G208;G208.2(-)	2413	2264	74	1.31644
G209;G209.1(+)	2462	2313	867	15.097
G210;G210.1(-)	1751	1602	840	21.1185
G211;G211.1(-)	478	329	1	0.12242
G212;G212.1(-)	969	820	814	39.9814
G213;G213.1(+)	2147	1998	11.4171	0.230149
G213;G213.2(+)	1972	1823	52.5829	1.16173
G214;G214.1(-)	1726	1577	41	1.04713
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	1607	47.979
G216;G216.1(+)	1758	1609	565	14.1429
G217;G217.1(-)	1765	1616	0	0
G217;G217.2(-)	1647	1498	294	7.90465
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	242.697	12.8617
G219;G219.1(-)	1916	1767	1101	25.0956
G219;G219.2(-)	981	832	18	0.871358
G220;G220.1(-)	650	501	506	40.678
G221;G221.1(+)	3047	2898	2109.46	29.317
G221;G221.2(+)	3084	2935	2617.54	35.9197
G222;G222.1(-)	1946	1797	325	7.28421
G223;G223.1(+)	1673	1524	209	5.52343
G224;G224.1(-)	1105	956	201.263	8.47918
G224;G224.2(-)	936	787	0	0
G224;G224.3(-)	839	690	122.737	7.16429
G225;G225.1(-)	2041	1892	170	3.61889
G226;G226.1(+)	1339	1190	355	12.0151
G227;G227.1(-)	1008	859	1116.8	52.3638
G227;G227.2(-)	4274	4125	2389.2	23.3279
G228;G228.1(+)	1847	1698	245	5.81133
G229;G229.1(-)	983	834	104.473	5.0453
G229;G229.2(-)	1033	884	236.527	10.7764
G230;G230.1(+)	1715	1566	1327	34.1292
G231;G231.1(+)	1400	1251	167	5.37658
G232;G232.1(-)	826	677	4510	268.309
G233;G233.1(-)	1092	943	311	13.283
G234;G234.1(+)	2444	2295	2067	36.2748
G235;G235.1(-)	2757	2608	841	12.9878
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	870.386	24.4632
G236;G236.3(+)	1166	1017	404.614	16.0239
G237;G237.1(+)	1322	1173	708	24.3099
G238;G238.1(-)	881	732	16	0.880352
G239;G239.1(+)	789	640	72.6727	4.57339
G239;G239.2(+)	673	524	107.327	8.24947
G240;G240.1(+)	1501	1352	1265	37.6844
G241;G241.1(-)	1446	1297	851	26.4263
G242;G242.1(+)	1588	1439	1641	45.9299
G243;G243.1(-)	2912	2763	370	5.39347
G244;G244.1(-)	2227	2078	679.478	13.1697
G244;G244.2(-)	2268	2119	2733.23	51.9509
G245;G245.1(-)	1782	1633	305	7.52248
G246;G246.1(+)	1249	1100	468	17.1356
G247;G247.1(+)	1703	1554	147	3.8099
G248;G248.1(-)	920	771	382	19.9552
G249;G249.1(+)	763	614	1012	66.3834
G250;G250.1(-)	1097	948	47	1.99681
G251;G251.1(+)	2007	1858	560.349	12.1468
G251;G251.2(+)	1818	1669	94.6508	2.2841
G252;G252.1(-)	1271	1122	7	0.251277
G253;G253.1(+)	1920	1771	1745.65	39.6995
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	0	0
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	1360.09	449.008
G253;G253.7(+)	1336	1187	261.905	8.88669
G254;G254.1(+)	856	707	0	0
G254;G254.2(+)	647	498	0	0
G255;G255.1(+)	633	484	482.705	40.1683
G255;G255.2(+)	307	158	0.00839298	0.00213947
G255;G255.3(+)	848	699	3845.23	221.56
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	11.6063	0.30693
G257;G257.1(-)	2090	1941	4738	98.3143
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	453	15.1916
G259;G259.1(-)	1484	1335	1053	31.7683
G260;G260.1(+)	1363	1214	11	0.36494
G261;G261.1(-)	1616	1467	0.000522628	1.43486e-05
G261;G261.2(-)	1712	1563	101.999	2.62837
G262;G262.1(-)	2091	1942	1217	25.24
G263;G263.1(-)	2062	1913	26	0.547401
G264;G264.1(+)	727	578	78	5.43518
G265;G265.1(-)	1291	1142	874	30.8243
G266;G266.1(+)	1295	1146	4	0.14058
G267;G267.1(+)	1771	1622	197	4.89173
G268;G268.1(+)	1225	1076	374	13.9993
G269;G269.1(-)	2005	1856	353	7.66027
G270;G270.1(+)	805	656	1186.56	72.8508
G270;G270.2(+)	1027	878	913.437	41.9017
G271;G271.1(-)	2293	2144	1934.5	36.3405
G271;G271.2(-)	2232	2083	35.7957	0.692133
G271;G271.3(-)	1209	1060	375.707	14.2755
G272;G272.1(-)	448	299	0	0
G273;G273.1(+)	1083	934	0	0
G273;G273.2(+)	973	824	17.0248	0.832151
G273;G273.3(+)	489	340	0.975207	0.115522
G274;G274.1(+)	827	678	26	1.54451
G275;G275.1(-)	760	611	214	14.1065
G276;G276.1(-)	1495	1346	384.141	11.4946
G277;G277.1(-)	1141	992	77	3.12627
G278;G278.1(+)	1389	1240	138	4.48234
G279;G279.1(+)	698	549	17970.7	1318.38
G279;G279.2(+)	1222	1073	114.266	4.28907
G279;G279.3(+)	1082	933	189.004	8.15901
G280;G280.1(+)	1808	1659	314	7.62308
G281;G281.1(-)	2690	2541	361	5.72203
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	15	0.871777
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	737	21.778
G285;G285.1(-)	643	494	278.096	22.6733
G285;G285.2(-)	1010	861	387.904	18.1455
G286;G286.1(-)	1889	1740	275	6.36547
G287;G287.1(+)	848	699	1	0.0576196
G288;G288.1(+)	960	811	853.397	42.3816
G289;G289.1(+)	928	779	66	3.41235
G290;G290.1(-)	1849	1700	614	14.5468
G291;G291.1(+)	1194	1045	1045	40.2761
G292;G292.1(-)	1079	930	123	5.32684
G293;G293.1(+)	486	337	66	7.8879
G294;G294.1(-)	1941	1792	108.936	2.44839
G294;G294.2(-)	1612	1463	32.0638	0.882711
G295;G295.1(-)	2753	2604	9	0.139203
G296;G296.1(-)	2039	1890	97	2.06708
G297;G297.1(+)	1617	1468	342	9.38312
G298;G298.1(+)	3435	3286	102	1.2502
G298;G298.2(+)	1580	1431	0	0
G299;G299.1(+)	2087	1938	330	6.85816
G300;G300.1(-)	1489	1340	294	8.83669
G300;G300.2(-)	1431	1282	0	0
G301;G301.1(-)	2121	1972	93	1.89943
G301;G301.2(-)	2008	1859	0	0
G302;G302.1(-)	1011	862	1253.3	58.5593
G302;G302.2(-)	859	710	1282.7	72.7634
G303;G303.1(-)	1179	1030	1475	57.6769
G304;G304.1(-)	1978	1829	202	4.44821
G305;G305.1(+)	2631	2482	443	7.18868
G306;G306.1(+)	2019	1870	85	1.83073
G307;G307.1(-)	1058	909	367	16.2611
G308;G308.1(+)	1505	1356	149	4.42562
G309;G309.1(+)	543	394	269	27.4981
G310;G310.1(+)	1297	1148	136	4.77138
G311;G311.1(+)	1642	1493	505.221	13.6291
G311;G311.2(+)	2925	2776	5.77939	0.0838512
G312;G312.1(+)	1624	1475	104.747	2.8602
G312;G312.2(+)	1840	1691	342.291	8.15265
G312;G312.3(+)	1190	1041	304.962	11.7989
G313;G313.1(+)	747	598	500	33.6757
G314;G314.1(+)	1288	1139	11.9766	0.423503
G314;G314.2(+)	1319	1170	201.666	6.94214
G314;G314.3(+)	3215	3066	6.34635	0.083368
G314;G314.4(+)	1099	950	2.01128	0.0852699
G315;G315.1(-)	2864	2715	610	9.04914
G316;G316.1(-)	1878	1729	1356	31.5873
G317;G317.1(+)	781	632	75	4.7796
G318;G318.1(+)	1193	1044	20	0.771573
G319;G319.1(-)	1749	1600	343.806	8.65448
G319;G319.2(-)	1702	1553	97.1939	2.52066
G320;G320.1(+)	815	666	176	10.6435
G321;G321.1(-)	767	618	608	39.6244
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	94	6.30992
G323;G323.1(+)	1130	981	258	10.5925
G324;G324.1(+)	1945	1796	5	0.112127
G325;G325.1(+)	1399	1250	47	1.51438
G326;G326.1(-)	1159	1010	21	0.837424
G327;G327.1(-)	763	614	251.897	16.5235
G327;G327.2(-)	646	497	65.1026	5.27581
G328;G328.1(-)	2489	2340	329	5.66275
G329;G329.1(-)	1452	1303	56	1.73098
G330;G330.1(-)	1107	958	413	17.3633
G331;G331.1(-)	1101	952	22	0.93075
G332;G332.1(-)	2348	2199	303	5.54964
G333;G333.1(+)	492	343	3	0.352269
G334;G334.1(-)	1218	1069	268	10.0973
G335;G335.1(+)	1470	1321	610	18.5983
G336;G336.1(-)	1437	1288	112	3.50227
G336;G336.2(-)	1220	1071	1.03563e-06	3.89461e-08
G337;G337.1(+)	2275	2126	1014	19.2098
G338;G338.1(+)	421	272	46	6.8114
G339;G339.1(-)	767	618	427.238	27.8438
G339;G339.2(-)	634	485	18619.8	1546.25
G340;G340.1(+)	1308	1159	161	5.59487
G341;G341.1(-)	888	739	3490	190.208
G342;G342.1(+)	2153	2004	2821	56.696
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	669	12.9791
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	684	26.3625
G345;G345.1(+)	1981	1832	85	1.8687
G346;G346.1(+)	1908	1759	148	3.38878
G347;G347.1(+)	1735	1586	196	4.97737
G348;G348.1(+)	1804	1655	0	0
G348;G348.2(+)	1937	1788	220	4.95567
G349;G349.1(-)	1011	862	290	13.55
G350;G350.1(+)	2309	2160	99.0744	1.84737
G350;G350.2(+)	2412	2263	138.926	2.47255
G351;G351.1(-)	1095	946	444	18.9034
G352;G352.1(-)	1373	1224	123.199	4.0539
G352;G352.2(-)	1269	1120	46.8009	1.683
G353;G353.1(-)	2670	2521	49	0.782835
G354;G354.1(-)	1825	1676	528	12.6884
G355;G355.1(+)	2624	2475	863	14.0437
G356;G356.1(+)	3144	2995	245	3.2947
G357;G357.1(-)	1046	897	103	4.62479
G358;G358.1(+)	794	645	20	1.24887
G359;G359.1(+)	928	779	76	3.92937
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	366	11.9168
G361;G361.1(+)	1789	1640	573	14.0721
G362;G362.1(-)	687	538	607.428	45.4737
G363;G363.1(+)	1385	1236	149	4.85529
G364;G364.1(+)	1907	1758	515	11.7987
G365;G365.1(+)	1272	1123	13	0.466241
G366;G366.1(+)	2724	2575	1111	17.3774
G367;G367.1(+)	456	307	9.47327	1.24282
G367;G367.2(+)	1728	1579	1144.53	29.1938
G368;G368.1(-)	1593	1444	426.636	11.8998
G368;G368.2(-)	1329	1180	82.3636	2.81126
G369;G369.1(+)	1786	1637	463	11.3915
G370;G370.1(-)	2061	1912	1647	34.6939
G371;G371.1(-)	1252	1103	1357.05	49.5527
G371;G371.2(-)	953	804	0	0
G371;G371.3(-)	1226	1077	333.95	12.4886
G372;G372.1(+)	1227	1078	2	0.0747237
G373;G373.1(-)	1038	889	844	38.2374
G374;G374.1(+)	1060	911	139	6.14531
G375;G375.1(+)	1002	853	447	21.106
G376;G376.1(-)	1500	1351	238.985	7.12462
G376;G376.2(-)	2395	2246	461.015	8.2671
G377;G377.1(+)	830	681	3	0.177428
G378;G378.1(-)	2578	2429	3183	52.7784
G379;G379.1(+)	446	297	19.5743	2.65446
G380;G380.1(+)	2685	2536	956	15.1829
G381;G381.1(+)	482	333	28	3.38658
G381;G381.2(+)	1071	922	190	8.29984
G382;G382.1(+)	1402	1253	28	0.900024
G383;G383.1(+)	702	553	161	11.7259
G384;G384.1(-)	1206	1057	89	3.39127
G385;G385.1(-)	842	693	115.5	6.71268
G385;G385.2(-)	776	627	122.5	7.86893
G386;G386.1(+)	1572	1423	194	5.49091
G386;G386.2(+)	1418	1269	0	0
G387;G387.1(+)	830	681	354	20.9365
G388;G388.1(+)	1909	1760	1249	28.5823
G389;G389.1(+)	1217	1068	657	24.7766
G390;G390.1(-)	1895	1746	731	16.8624
G391;G391.1(+)	1574	1425	25	0.706598
G392;G392.1(+)	665	516	3	0.234163
G393;G393.1(-)	2441	2292	338	5.93949
G394;G394.1(-)	1952	1803	862	19.2557
G395;G395.1(-)	1806	1657	577	14.0249
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	84.5141	3.86806
G396;G396.3(+)	1014	865	1593.49	74.1958
G397;G397.1(-)	1376	1227	90	2.95424
G398;G398.1(-)	1708	1559	33	0.852541
G399;G399.1(+)	1801	1652	398	9.70332
G400;G400.1(-)	1245	1096	90	3.30734
G401;G401.1(-)	974	825	114.925	5.61057
G401;G401.2(-)	1135	986	239.075	9.76573
G402;G402.1(-)	1529	1380	230	6.71268
G403;G403.1(+)	1044	895	278.789	12.5458
G403;G403.2(+)	774	625	50.211	3.23568
G404;G404.1(+)	1699	1550	164	4.26147
G405;G405.1(+)	1915	1766	333	7.59453
G406;G406.1(-)	856	707	96	5.46889
G407;G407.1(+)	2027	1878	1835	39.3539
G408;G408.1(+)	953	804	167	8.3658
G409;G409.1(-)	1304	1155	184	6.41628
G410;G410.1(-)	2750	2601	255.782	3.96075
G410;G410.2(-)	2651	2502	314.218	5.05814
G411;G411.1(+)	967	818	2	0.0984745
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4623	93.7073
G413;G413.1(+)	1342	1193	177.763	6.00133
G413;G413.2(+)	1403	1254	3776.24	121.286
G414;G414.1(-)	1199	1050	2549.52	97.7948
G415;G415.1(-)	3912	3763	2509	26.8543
G416;G416.1(-)	639	490	264	21.6998
G417;G417.1(-)	1341	1192	1711	57.8124
G418;G418.1(+)	1309	1160	245.093	8.5098
G418;G418.2(+)	1406	1257	194.381	6.22826
G418;G418.3(+)	634	485	132.526	11.0054
G419;G419.1(+)	922	773	325	16.9337
G420;G420.1(-)	907	758	16709.4	887.85
G420;G420.2(-)	576	427	64.6617	6.09911
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	0	0
G420;G420.5(-)	733	584	4.47395	0.30855
G420;G420.6(-)	585	436	6.57	0.606912
G420;G420.7(-)	529	380	0	0
G420;G420.8(-)	713	564	0	0
G420;G420.9(-)	682	533	14.2533	1.07705
G420;G420.10(-)	638	489	4.61254	0.379908
G421;G421.1(-)	637	488	60	4.95198
G422;G422.1(-)	920	771	597	31.1865
G423;G423.1(-)	735	586	6	0.412383
G424;G424.1(-)	879	730	95	5.24141
G425;G425.1(-)	1135	986	998	40.7663
G426;G426.1(+)	2099	1950	444.59	9.18274
G426;G426.2(+)	2156	2007	114.41	2.29596
G427;G427.1(-)	654	505	5	0.398773
G428;G428.1(-)	2167	2018	734.209	14.6536
G428;G428.2(-)	723	574	7.79125	0.546692
