target_id	length	eff_length	est_counts	tpm
G112;G112.2(-)	1342	1193	45.1855	1.60784
G112;G112.3(-)	611	462	232.102	21.3266
G113;G113.1(+)	2160	2011	500.344	10.5619
G113;G113.2(+)	1951	1802	274.656	6.4702
G114;G114.1(-)	1426	1277	188	6.24959
G115;G115.1(-)	209	60.5922	48	33.6286
G116;G116.1(-)	562	413	440	45.2259
G117;G117.1(-)	721	572	441.438	32.761
G118;G118.1(-)	1413	1264	1343	45.1038
G119;G119.1(-)	979	830	132.142	6.75845
G120;G120.1(+)	905	756	373	20.9446
G121;G121.1(-)	1325	1176	18	0.649755
G122;G122.1(-)	2360	2211	362	6.95031
G123;G123.1(+)	1031	882	366	17.6156
G124;G124.1(+)	801	652	45.5626	2.96651
G124;G124.2(+)	1092	943	98.5036	4.4343
G124;G124.3(+)	966	817	5.6784	0.295045
G124;G124.4(+)	1019	870	41.5741	2.02856
G125;G125.1(+)	1030	881	131.727	6.3472
G126;G126.1(+)	883	734	139.954	8.09422
G127;G127.1(+)	604	455	6	0.559789
G128;G128.1(+)	1541	1392	1316	40.1329
G129;G129.1(+)	2032	1883	154	3.4718
G130;G130.1(-)	2554	2405	1355	23.9171
G131;G131.1(-)	1355	1206	15875	558.793
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	3591	37.8734
G133;G133.1(-)	1697	1548	325	8.91244
G134;G134.1(-)	1576	1427	315	9.37068
G135;G135.1(+)	1561	1412	1059	31.838
G136;G136.1(+)	774	625	15.5522	1.05632
G136;G136.2(+)	947	798	299.827	15.9497
G137;G137.1(+)	978	829	653.493	33.4634
G138;G138.1(-)	797	648	7977.41	522.602
G138;G138.2(-)	1328	1179	33.588	1.20936
G139;G139.1(-)	1340	1191	770	27.445
G140;G140.1(+)	1164	1015	340	14.2199
G141;G141.1(+)	1099	950	454	20.2869
G142;G142.1(+)	1994	1845	977	22.4793
G143;G143.1(+)	1049	900	828	39.0546
G144;G144.1(+)	1562	1413	60.1093	1.80586
G144;G144.2(+)	1741	1592	464.891	12.3963
G145;G145.1(+)	1357	1208	727.042	25.5492
G145;G145.2(+)	1245	1096	117.958	4.56878
G146;G146.1(-)	849	700	1010.9	61.3049
G147;G147.1(-)	713	564	457.515	34.4359
G148;G148.1(-)	817	668	1238.81	78.7253
G148;G148.2(-)	712	563	19.0224	1.4343
G149;G149.1(+)	678	529	1114.6	89.4434
G150;G150.1(+)	773	624	150	10.2045
G151;G151.1(-)	2442	2293	1184	21.9196
G152;G152.1(-)	1373	1224	1291.15	44.7796
G152;G152.2(-)	1602	1453	236.849	6.91975
G153;G153.1(+)	863	714	1054	62.6652
G154;G154.1(-)	1404	1255	0	0
G155;G155.1(-)	871	722	81	4.76247
G156;G156.1(+)	1163	1014	959	40.1481
G157;G157.1(+)	1750	1601	788	20.8939
G158;G158.1(+)	1549	1400	58.6203	1.77748
G158;G158.2(+)	1736	1587	76.3797	2.04308
G159;G159.1(-)	1261	1112	238	9.08566
G160;G160.1(-)	545	396	303	32.4812
G161;G161.1(-)	1225	1076	692	27.301
G162;G162.1(-)	1991	1842	689	15.8787
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1372	35.0857
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	6	0.581516
G165;G165.1(-)	889	740	3893	223.325
G166;G166.1(-)	506	357	421	50.0608
G167;G167.1(-)	1776	1627	275	7.17513
G168;G168.1(-)	734	585	12	0.870783
G169;G169.1(-)	1292	1143	471.445	17.5093
G169;G169.2(-)	1133	984	0	0
G170;G170.1(-)	2063	1914	132	2.92763
G171;G171.1(+)	1665	1516	0	0
G172;G172.1(-)	1690	1541	116.482	3.20878
G172;G172.2(-)	1391	1242	169.518	5.79401
G173;G173.1(+)	1499	1350	331	10.4083
G174;G174.1(+)	1463	1314	582	18.8023
G175;G175.1(-)	1702	1553	238	6.50564
G176;G176.1(+)	1485	1336	352	11.1846
G177;G177.1(-)	982	833	204	10.3961
G178;G178.1(+)	1284	1135	353	13.2027
G179;G179.1(+)	1035	886	38	1.82068
G180;G180.1(-)	1768	1619	856	22.4446
G181;G181.1(-)	1907	1758	348	8.4032
G182;G182.1(-)	2276	2127	389.678	7.7772
G182;G182.2(-)	2199	2050	1687.57	34.9456
G182;G182.3(-)	500	351	203.75	24.6419
G183;G183.1(-)	951	802	386	20.4314
G184;G184.1(+)	680	531	235	18.787
G185;G185.1(-)	1448	1299	516	16.8626
G186;G186.1(-)	2221	2072	1163	23.8273
G187;G187.1(-)	2658	2509	584.652	9.89193
G187;G187.2(-)	1053	904	138.348	6.49665
G188;G188.1(-)	1939	1790	112	2.65613
G189;G189.1(+)	1272	1123	150	5.67017
G190;G190.1(+)	802	653	143	9.29624
G191;G191.1(-)	1510	1361	287.892	8.97958
G191;G191.2(-)	1550	1401	154.108	4.6695
G192;G192.1(-)	1552	1403	362	10.9531
G192;G192.2(-)	1448	1299	0	0
G193;G193.1(+)	1447	1298	160.129	5.23697
G194;G194.1(-)	2602	2453	1324.46	22.9206
G194;G194.2(-)	2632	2483	32.5418	0.556351
G195;G195.1(-)	1054	905	410	19.2318
G196;G196.1(-)	3072	2923	3831	55.6375
G197;G197.1(+)	1260	1111	29	1.10807
G198;G198.1(+)	874	725	101	5.91381
G199;G199.1(-)	944	795	16.3918	0.875271
G199;G199.2(-)	847	698	118.608	7.21346
G200;G200.1(-)	621	472	608	54.6822
G201;G201.1(+)	2085	1936	519	11.3801
G202;G202.1(-)	621	472	404	36.3349
G203;G203.1(-)	762	613	91	6.30181
G204;G204.1(-)	1430	1281	831	27.5382
G205;G205.1(+)	916	767	228.344	12.638
G205;G205.2(+)	1067	918	279.656	12.932
G206;G206.1(-)	1333	1184	115.096	4.12662
G206;G206.2(-)	1873	1724	29.3824	0.723494
G206;G206.3(-)	1491	1342	202.121	6.39357
G206;G206.4(-)	1148	999	818.4	34.7764
G207;G207.1(-)	472	323	180	23.6567
G208;G208.1(-)	2512	2363	427.884	7.68683
G208;G208.2(-)	2413	2264	0.115672	0.00216887
G209;G209.1(+)	2462	2313	1364	25.0336
G210;G210.1(-)	1751	1602	1106	29.3074
G211;G211.1(-)	478	329	0	0
G212;G212.1(-)	969	820	979	50.6819
G213;G213.1(+)	2147	1998	0	0
G213;G213.2(+)	1972	1823	119	2.77105
G214;G214.1(-)	1726	1577	129	3.4725
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	1958	61.6148
G216;G216.1(+)	1758	1609	939	24.7739
G217;G217.1(-)	1765	1616	27.3898	0.719503
G217;G217.2(-)	1647	1498	538.048	15.2473
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	497.153	27.7691
G219;G219.1(-)	1916	1767	716	17.2013
G219;G219.2(-)	981	832	0	0
G220;G220.1(-)	650	501	986	83.5456
G221;G221.1(+)	3047	2898	1247.22	18.2695
G221;G221.2(+)	3084	2935	3085.78	44.6315
G222;G222.1(-)	1946	1797	360	8.5043
G223;G223.1(+)	1673	1524	261	7.27009
G224;G224.1(-)	1105	956	435.527	19.3393
G224;G224.2(-)	936	787	22.8675	1.23347
G224;G224.3(-)	839	690	255.605	15.7255
G225;G225.1(-)	2041	1892	143	3.20848
G226;G226.1(+)	1339	1190	598	21.3323
G227;G227.1(-)	1008	859	3047.34	150.595
G227;G227.2(-)	4274	4125	5221.66	53.7365
G228;G228.1(+)	1847	1698	585	14.6252
G229;G229.1(-)	983	834	102.482	5.21633
G229;G229.2(-)	1033	884	233.518	11.2138
G230;G230.1(+)	1715	1566	1152	31.2281
G231;G231.1(+)	1400	1251	251	8.51728
G232;G232.1(-)	826	677	2176	136.444
G233;G233.1(-)	1092	943	375	16.8812
G234;G234.1(+)	2444	2295	2283	42.2287
G235;G235.1(-)	2757	2608	3241	52.754
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	1612.87	47.779
G236;G236.3(+)	1166	1017	455.133	18.9977
G237;G237.1(+)	1322	1173	772	27.9385
G238;G238.1(-)	881	732	13	0.753905
G239;G239.1(+)	789	640	27.9068	1.85104
G239;G239.2(+)	673	524	42.0932	3.41008
G240;G240.1(+)	1501	1352	1722	54.0681
G241;G241.1(-)	1446	1297	746	24.4165
G242;G242.1(+)	1588	1439	849	25.0456
G243;G243.1(-)	2912	2763	472	7.25179
G244;G244.1(-)	2227	2078	185.76	3.79483
G244;G244.2(-)	2268	2119	3956.77	79.2674
G245;G245.1(-)	1782	1633	475	12.3479
G246;G246.1(+)	1249	1100	668	25.7791
G247;G247.1(+)	1703	1554	299	8.16779
G248;G248.1(-)	920	771	631	34.7424
G249;G249.1(+)	763	614	3125	216.056
G250;G250.1(-)	1097	948	80	3.58233
G251;G251.1(+)	2007	1858	1563.08	35.7125
G251;G251.2(+)	1818	1669	553.921	14.0888
G252;G252.1(-)	1271	1122	24	0.908035
G253;G253.1(+)	1920	1771	2198.84	52.7059
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	1639.78	92.8129
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	867.27	301.772
G253;G253.7(+)	1336	1187	249.873	8.93621
G254;G254.1(+)	856	707	24.3045	1.45933
G254;G254.2(+)	647	498	9.45298e-08	8.05793e-09
G255;G255.1(+)	633	484	324.786	28.4864
G255;G255.2(+)	307	158	1.37735e-08	3.70059e-09
G255;G255.3(+)	848	699	4300.5	261.172
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	3.86876	0.107834
G257;G257.1(-)	2090	1941	4045	88.4662
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	260	9.18998
G259;G259.1(-)	1484	1335	1974	62.7697
G260;G260.1(+)	1363	1214	6	0.209806
G261;G261.1(-)	1616	1467	0	0
G261;G261.2(-)	1712	1563	91	2.47153
G262;G262.1(-)	2091	1942	678	14.8206
G263;G263.1(-)	2062	1913	38	0.843243
G264;G264.1(+)	727	578	151	11.09
G265;G265.1(-)	1291	1142	1397	51.9296
G266;G266.1(+)	1295	1146	35	1.29649
G267;G267.1(+)	1771	1622	576	15.075
G268;G268.1(+)	1225	1076	210	8.28498
G269;G269.1(-)	2005	1856	584	13.3573
G270;G270.1(+)	805	656	1275.53	82.5411
G270;G270.2(+)	1027	878	2283.47	110.404
G271;G271.1(-)	2293	2144	2603.14	51.5415
G271;G271.2(-)	2232	2083	0.00355257	7.23999e-05
G271;G271.3(-)	1209	1060	388.856	15.5728
G272;G272.1(-)	448	299	3	0.425926
G273;G273.1(+)	1083	934	33.9636	1.54366
G273;G273.2(+)	973	824	15.0364	0.77464
G273;G273.3(+)	489	340	0	0
G274;G274.1(+)	827	678	12	0.751339
G275;G275.1(-)	760	611	242	16.8135
G276;G276.1(-)	1495	1346	534	16.8415
G277;G277.1(-)	1141	992	142	6.07661
G278;G278.1(+)	1389	1240	249	8.52436
G279;G279.1(+)	698	549	45772.2	3539.27
G279;G279.2(+)	1222	1073	341.204	13.4989
G279;G279.3(+)	1082	933	136.62	6.2161
G280;G280.1(+)	1808	1659	303	7.75319
G281;G281.1(-)	2690	2541	685	11.4438
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	127	7.77956
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	616	19.1853
G285;G285.1(-)	643	494	417.555	35.8815
G285;G285.2(-)	1010	861	466.445	22.9976
G286;G286.1(-)	1889	1740	470	11.4666
G287;G287.1(+)	848	699	22	1.33607
G288;G288.1(+)	960	811	2031	106.31
G289;G289.1(+)	928	779	127	6.92071
G290;G290.1(-)	1849	1700	1204	30.065
G291;G291.1(+)	1194	1045	2449	99.4848
G292;G292.1(-)	1079	930	318	14.5154
G293;G293.1(+)	486	337	129	16.2497
G294;G294.1(-)	1941	1792	116	2.74792
G294;G294.2(-)	1612	1463	0	0
G295;G295.1(-)	2753	2604	62	1.01073
G296;G296.1(-)	2039	1890	369	8.28798
G297;G297.1(+)	1617	1468	587	16.9745
G298;G298.1(+)	3435	3286	232	2.99712
G298;G298.2(+)	1580	1431	0	0
G299;G299.1(+)	2087	1938	549	12.0255
G300;G300.1(-)	1489	1340	507.769	16.0859
G300;G300.2(-)	1431	1282	8.23069	0.272541
G301;G301.1(-)	2121	1972	523.514	11.2695
G301;G301.2(-)	2008	1859	63.4856	1.44971
G302;G302.1(-)	1011	862	941.395	46.3606
G302;G302.2(-)	859	710	886.605	53.0098
G303;G303.1(-)	1179	1030	1077	44.3877
G304;G304.1(-)	1978	1829	287	6.6612
G305;G305.1(+)	2631	2482	718	12.2802
G306;G306.1(+)	2019	1870	274	6.22004
G307;G307.1(-)	1058	909	994	46.4202
G308;G308.1(+)	1505	1356	191	5.97941
G309;G309.1(+)	543	394	203	21.8718
G310;G310.1(+)	1297	1148	385	14.2365
G311;G311.1(+)	1642	1493	881.396	25.0608
G311;G311.2(+)	2925	2776	10.6036	0.162151
G312;G312.1(+)	1624	1475	226.433	6.51677
G312;G312.2(+)	1840	1691	113.407	2.84694
G312;G312.3(+)	1190	1041	518.16	21.1299
G313;G313.1(+)	747	598	923	65.5217
G314;G314.1(+)	1288	1139	8.86669	0.330462
G314;G314.2(+)	1319	1170	558.962	20.2806
G314;G314.3(+)	3215	3066	61.199	0.847337
G314;G314.4(+)	1099	950	28.5999	1.27799
G315;G315.1(-)	2864	2715	479	7.48945
G316;G316.1(-)	1878	1729	897	22.0233
G317;G317.1(+)	781	632	151	10.1425
G318;G318.1(+)	1193	1044	79	3.21226
G319;G319.1(-)	1749	1600	379.332	10.0643
G319;G319.2(-)	1702	1553	319.668	8.738
G320;G320.1(+)	815	666	412	26.2608
G321;G321.1(-)	767	618	1302	89.4349
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	149	10.5419
G323;G323.1(+)	1130	981	257	11.1211
G324;G324.1(+)	1945	1796	19	0.449088
G325;G325.1(+)	1399	1250	106	3.59982
G326;G326.1(-)	1159	1010	104	4.37116
G327;G327.1(-)	763	614	218.582	15.1123
G327;G327.2(-)	646	497	262.418	22.4141
G328;G328.1(-)	2489	2340	335	6.07734
G329;G329.1(-)	1452	1303	131	4.26787
G330;G330.1(-)	1107	958	564	24.9918
G331;G331.1(-)	1101	952	57	2.54169
G332;G332.1(-)	2348	2199	422	8.14651
G333;G333.1(+)	492	343	6	0.742577
G334;G334.1(-)	1218	1069	211	8.37894
G335;G335.1(+)	1470	1321	320	10.2833
G336;G336.1(-)	1437	1288	104.033	3.42877
G336;G336.2(-)	1220	1071	69.9672	2.77325
G337;G337.1(+)	2275	2126	1161	23.1821
G338;G338.1(+)	421	272	102	15.919
G339;G339.1(-)	767	618	78.9925	5.42602
G339;G339.2(-)	634	485	3303.01	289.103
G340;G340.1(+)	1308	1159	841	30.8033
G341;G341.1(-)	888	739	674	38.7168
G342;G342.1(+)	2153	2004	1842	39.019
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	1202	24.5788
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	1131	45.9442
G345;G345.1(+)	1981	1832	260	6.02466
G346;G346.1(+)	1908	1759	302	7.28829
G347;G347.1(+)	1735	1586	114	3.05131
G348;G348.1(+)	1804	1655	0.022728	0.000582972
G348;G348.2(+)	1937	1788	213.977	5.08024
G349;G349.1(-)	1011	862	308	15.168
G350;G350.1(+)	2309	2160	0.000167656	3.29497e-06
G350;G350.2(+)	2412	2263	145	2.71999
G351;G351.1(-)	1095	946	514	23.0652
G352;G352.1(-)	1373	1224	375.491	13.0227
G352;G352.2(-)	1269	1120	36.5092	1.38379
G353;G353.1(-)	2670	2521	106	1.78491
G354;G354.1(-)	1825	1676	706	17.882
G355;G355.1(+)	2624	2475	1310	22.4688
G356;G356.1(+)	3144	2995	385	5.45693
G357;G357.1(-)	1046	897	243	11.5
G358;G358.1(+)	794	645	71	4.67286
G359;G359.1(+)	928	779	107	5.83083
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	1169	40.1171
G361;G361.1(+)	1789	1640	763	19.7499
G362;G362.1(-)	687	538	1302	102.734
G363;G363.1(+)	1385	1236	604	20.7445
G364;G364.1(+)	1907	1758	715	17.2652
G365;G365.1(+)	1272	1123	64	2.41927
G366;G366.1(+)	2724	2575	1264	20.8379
G367;G367.1(+)	456	307	5.61478	0.776388
G367;G367.2(+)	1728	1579	1308.39	35.1753
G368;G368.1(-)	1593	1444	1411.18	41.4857
G368;G368.2(-)	1329	1180	53.822	1.93625
G369;G369.1(+)	1786	1637	893	23.1573
G370;G370.1(-)	2061	1912	2820	62.6103
G371;G371.1(-)	1252	1103	1009.68	38.8589
G371;G371.2(-)	953	804	6.74674	0.356223
G371;G371.3(-)	1226	1077	844.578	33.2896
G372;G372.1(+)	1227	1078	17	0.669444
G373;G373.1(-)	1038	889	1325	63.2701
G374;G374.1(+)	1060	911	148	6.89648
G375;G375.1(+)	1002	853	633	31.5021
G376;G376.1(-)	1500	1351	180.965	5.68623
G376;G376.2(-)	2395	2246	101.035	1.90961
G377;G377.1(+)	830	681	3	0.187007
G378;G378.1(-)	2578	2429	6149	107.464
G379;G379.1(+)	446	297	30	4.28794
G380;G380.1(+)	2685	2536	1573	26.3308
G381;G381.1(+)	482	333	42	5.35414
G381;G381.2(+)	1071	922	123	5.66316
G382;G382.1(+)	1402	1253	63	2.13439
G383;G383.1(+)	702	553	245	18.8072
G384;G384.1(-)	1206	1057	98	3.93582
G385;G385.1(-)	842	693	115.5	7.07511
G385;G385.2(-)	776	627	566.5	38.3545
G386;G386.1(+)	1572	1423	458.424	13.6756
G386;G386.2(+)	1418	1269	100.576	3.36446
G387;G387.1(+)	830	681	1015	63.2708
G388;G388.1(+)	1909	1760	1445	34.8529
G389;G389.1(+)	1217	1068	997	39.6286
G390;G390.1(-)	1895	1746	2220	53.9751
G391;G391.1(+)	1574	1425	23	0.685168
G392;G392.1(+)	665	516	49	4.03117
G393;G393.1(-)	2441	2292	460	8.51976
G394;G394.1(-)	1952	1803	470	11.0659
G395;G395.1(-)	1806	1657	771	19.7522
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	25.1285	1.21218
G396;G396.3(+)	1014	865	2243.87	110.12
G397;G397.1(-)	1376	1227	109	3.77108
G398;G398.1(-)	1708	1559	51	1.3887
G399;G399.1(+)	1801	1652	526	13.5164
G400;G400.1(-)	1245	1096	873	33.8133
G401;G401.1(-)	974	825	300.036	15.4384
G401;G401.2(-)	1135	986	349.964	15.0672
G402;G402.1(-)	1529	1380	321	9.87439
G403;G403.1(+)	1044	895	329.169	15.6128
G403;G403.2(+)	774	625	57.831	3.92794
G404;G404.1(+)	1699	1550	445	12.1874
G405;G405.1(+)	1915	1766	426	10.2401
G406;G406.1(-)	856	707	250	15.0108
G407;G407.1(+)	2027	1878	3423	77.3741
G408;G408.1(+)	953	804	249	13.147
G409;G409.1(-)	1304	1155	151	5.54983
G410;G410.1(-)	2750	2601	480.237	7.8379
G410;G410.2(-)	2651	2502	423.763	7.18985
G411;G411.1(+)	967	818	0	0
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4746	101.394
G413;G413.1(+)	1342	1193	13.5012	0.480416
G413;G413.2(+)	1403	1254	1368.5	46.3267
G414;G414.1(-)	1199	1050	2398	96.9492
G415;G415.1(-)	3912	3763	4505	50.8212
G416;G416.1(-)	639	490	603	52.2403
G417;G417.1(-)	1341	1192	2292	81.6249
G418;G418.1(+)	1309	1160	1.00453e-08	3.67611e-10
G418;G418.2(+)	1406	1257	514.523	17.3762
G418;G418.3(+)	634	485	297.477	26.0373
G419;G419.1(+)	922	773	652	35.8057
G420;G420.1(-)	907	758	7772.31	435.276
G420;G420.2(-)	576	427	0	0
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	0	0
G420;G420.5(-)	733	584	4.44039	0.322769
G420;G420.6(-)	585	436	4.34844	0.423381
G420;G420.7(-)	529	380	0	0
G420;G420.8(-)	713	564	5.90896	0.44475
G420;G420.9(-)	682	533	8.99594	0.716479
G420;G420.10(-)	638	489	0	0
G421;G421.1(-)	637	488	178	15.484
G422;G422.1(-)	920	771	784	43.1664
G423;G423.1(-)	735	586	28	2.02836
G424;G424.1(-)	879	730	152	8.83904
G425;G425.1(-)	1135	986	1737	74.7837
G426;G426.1(+)	2099	1950	575.415	12.5265
G426;G426.2(+)	2156	2007	234.585	4.96178
G427;G427.1(-)	654	505	20	1.68121
