target_id	length	eff_length	est_counts	tpm
G114;G114.1(-)	1426	1277	177	5.34227
G115;G115.1(-)	209	60.5922	28	17.8109
G116;G116.1(-)	562	413	398	37.143
G117;G117.1(-)	721	572	374.603	25.2417
G118;G118.1(-)	1413	1264	1337	40.7688
G119;G119.1(-)	979	830	81.9507	3.80556
G120;G120.1(+)	905	756	338.41	17.253
G121;G121.1(-)	1325	1176	22	0.721039
G122;G122.1(-)	2360	2211	381	6.64171
G123;G123.1(+)	1031	882	320	13.9838
G124;G124.1(+)	801	652	18.8985	1.11718
G124;G124.2(+)	1092	943	152.484	6.23242
G124;G124.3(+)	966	817	9.16495e-07	4.32366e-08
G124;G124.4(+)	1019	870	64.6173	2.86268
G125;G125.1(+)	1030	881	101.086	4.42242
G126;G126.1(+)	883	734	144.914	7.60952
G127;G127.1(+)	604	455	24	2.03303
G128;G128.1(+)	1541	1392	1679	46.4895
G129;G129.1(+)	2032	1883	158	3.23408
G130;G130.1(-)	2554	2405	1280	20.5134
G131;G131.1(-)	1355	1206	15160	484.502
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	5000	47.8793
G133;G133.1(-)	1697	1548	296	7.36995
G134;G134.1(-)	1576	1427	325	8.77815
G135;G135.1(+)	1561	1412	1046	28.5523
G136;G136.1(+)	774	625	116.753	7.19999
G136;G136.2(+)	947	798	193.734	9.35722
G137;G137.1(+)	978	829	591.502	27.5008
G138;G138.1(-)	797	648	8396.45	499.418
G138;G138.2(-)	1328	1179	31.5507	1.03143
G139;G139.1(-)	1340	1191	889	28.7696
G140;G140.1(+)	1164	1015	276.456	10.4979
G141;G141.1(+)	1099	950	425	17.2428
G142;G142.1(+)	1994	1845	920	19.2192
G143;G143.1(+)	1049	900	820	35.1168
G144;G144.1(+)	1562	1413	58.0022	1.58214
G144;G144.2(+)	1741	1592	775.998	18.7872
G145;G145.1(+)	1357	1208	420.643	13.4212
G145;G145.2(+)	1245	1096	335.357	11.7934
G146;G146.1(-)	849	700	966.3	53.2057
G147;G147.1(-)	713	564	401.494	27.4375
G148;G148.1(-)	817	668	974.198	56.2101
G148;G148.2(-)	712	563	0	0
G149;G149.1(+)	678	529	929.626	67.7323
G150;G150.1(+)	773	624	150	9.2651
G151;G151.1(-)	2442	2293	1488	25.0117
G152;G152.1(-)	1373	1224	1064.01	33.505
G152;G152.2(-)	1602	1453	194.986	5.17227
G153;G153.1(+)	863	714	775	41.8357
G154;G154.1(-)	1404	1255	3	0.0921343
G155;G155.1(-)	871	722	84	4.48421
G156;G156.1(+)	1163	1014	914	34.7418
G157;G157.1(+)	1750	1601	930	22.389
G158;G158.1(+)	1549	1400	64.1337	1.76564
G158;G158.2(+)	1736	1587	84.8663	2.06111
G159;G159.1(-)	1261	1112	136	4.71387
G160;G160.1(-)	545	396	200	19.4661
G161;G161.1(-)	1225	1076	566	20.2744
G162;G162.1(-)	1991	1842	947	19.8155
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1398	32.4596
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	6	0.527984
G165;G165.1(-)	889	740	7403	385.585
G166;G166.1(-)	506	357	405	43.7251
G167;G167.1(-)	1776	1627	282	6.68044
G168;G168.1(-)	734	585	39	2.56952
G169;G169.1(-)	1292	1143	797.52	26.893
G169;G169.2(-)	1133	984	0	0
G170;G170.1(-)	2063	1914	98.534	1.98421
G171;G171.1(+)	1665	1516	49.466	1.25762
G172;G172.1(-)	1690	1541	73.0257	1.82649
G172;G172.2(-)	1391	1242	211.974	6.57817
G173;G173.1(+)	1499	1350	417	11.9055
G174;G174.1(+)	1463	1314	895	26.2525
G175;G175.1(-)	1702	1553	443	10.9945
G176;G176.1(+)	1485	1336	486	14.0208
G177;G177.1(-)	982	833	286	13.2332
G178;G178.1(+)	1284	1135	391	13.2778
G179;G179.1(+)	1035	886	62	2.69713
G180;G180.1(-)	1768	1619	876	20.8546
G181;G181.1(-)	1907	1758	355	7.78311
G182;G182.1(-)	2276	2127	382.791	6.93646
G182;G182.2(-)	2199	2050	1937.04	36.419
G182;G182.3(-)	500	351	170.173	18.6865
G183;G183.1(-)	951	802	343	16.484
G184;G184.1(+)	680	531	174	12.6299
G185;G185.1(-)	1448	1299	508	15.0729
G186;G186.1(-)	2221	2072	1063	19.7737
G187;G187.1(-)	2658	2509	1116.15	17.1462
G187;G187.2(-)	1053	904	399.847	17.0478
G188;G188.1(-)	1939	1790	102	2.1963
G189;G189.1(+)	1272	1123	151	5.18252
G190;G190.1(+)	802	653	92	5.43023
G191;G191.1(-)	1510	1361	489.216	13.8543
G191;G191.2(-)	1550	1401	175.784	4.83599
G192;G192.1(-)	1552	1403	512	14.0655
G192;G192.2(-)	1448	1299	0	0
G193;G193.1(+)	1447	1298	305	9.05668
G194;G194.1(-)	2602	2453	1169.13	18.3701
G194;G194.2(-)	2632	2483	293.865	4.56158
G195;G195.1(-)	1054	905	367	15.6301
G196;G196.1(-)	3072	2923	4484	59.1263
G197;G197.1(+)	1260	1111	40	1.38768
G198;G198.1(+)	874	725	76	4.04035
G199;G199.1(-)	944	795	49.1753	2.38409
G199;G199.2(-)	847	698	147.825	8.16273
G200;G200.1(-)	621	472	512	41.8092
G201;G201.1(+)	2085	1936	552	10.9895
G202;G202.1(-)	621	472	365	29.8054
G203;G203.1(-)	762	613	69	4.33843
G204;G204.1(-)	1430	1281	714	21.4829
G205;G205.1(+)	916	767	190.119	9.55376
G205;G205.2(+)	1067	918	449.881	18.8885
G206;G206.1(-)	1333	1184	68.4026	2.22672
G206;G206.2(-)	1873	1724	68.2987	1.52693
G206;G206.3(-)	1491	1342	217.499	6.24666
G206;G206.4(-)	1148	999	640.8	24.723
G207;G207.1(-)	472	323	149	17.7798
G208;G208.1(-)	2512	2363	375	6.11661
G208;G208.2(-)	2413	2264	0.000141726	2.41278e-06
G209;G209.1(+)	2462	2313	1684	28.0615
G210;G210.1(-)	1751	1602	1157	27.8365
G211;G211.1(-)	478	329	7	0.82006
G212;G212.1(-)	969	820	894	42.0211
G213;G213.1(+)	2147	1998	22.8343	0.44049
G213;G213.2(+)	1972	1823	56.1657	1.18749
G214;G214.1(-)	1726	1577	134	3.27504
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	2023	57.8
G216;G216.1(+)	1758	1609	1074	25.7272
G217;G217.1(-)	1765	1616	109.559	2.61307
G217;G217.2(-)	1647	1498	265.213	6.8238
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	627.826	31.8397
G219;G219.1(-)	1916	1767	975	21.2673
G219;G219.2(-)	981	832	5	0.231628
G220;G220.1(-)	650	501	1229	94.5492
G221;G221.1(+)	3047	2898	2315.38	30.7941
G221;G221.2(+)	3084	2935	3410.62	44.7887
G222;G222.1(-)	1946	1797	344	7.37826
G223;G223.1(+)	1673	1524	309	7.81479
G224;G224.1(-)	1105	956	589.414	23.7633
G224;G224.2(-)	936	787	0	0
G224;G224.3(-)	839	690	83.5865	4.66907
G225;G225.1(-)	2041	1892	150	3.05572
G226;G226.1(+)	1339	1190	636	20.5994
G227;G227.1(-)	1008	859	2065.05	92.6574
G227;G227.2(-)	4274	4125	7050.95	65.8821
G228;G228.1(+)	1847	1698	607	13.7783
G229;G229.1(-)	983	834	98.1436	4.53565
G229;G229.2(-)	1033	884	394.856	17.2159
G230;G230.1(+)	1715	1566	984	24.2185
G231;G231.1(+)	1400	1251	207	6.37759
G232;G232.1(-)	826	677	2579	146.827
G233;G233.1(-)	1092	943	357	14.5915
G234;G234.1(+)	2444	2295	2261	37.9718
G235;G235.1(-)	2757	2608	3154	46.612
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	1688	45.4015
G236;G236.3(+)	1166	1017	1008	38.2017
G237;G237.1(+)	1322	1173	866	28.4553
G238;G238.1(-)	881	732	10	0.526541
G239;G239.1(+)	789	640	74.6805	4.4975
G239;G239.2(+)	673	524	90.3195	6.64346
G240;G240.1(+)	1501	1352	2238	63.8009
G241;G241.1(-)	1446	1297	905	26.8938
G242;G242.1(+)	1588	1439	1306	34.9805
G243;G243.1(-)	2912	2763	434	6.05414
G244;G244.1(-)	2227	2078	338.349	6.27571
G244;G244.2(-)	2268	2119	4173.45	75.9115
G245;G245.1(-)	1782	1633	455	10.7391
G246;G246.1(+)	1249	1100	593	20.7781
G247;G247.1(+)	1703	1554	238	5.90296
G248;G248.1(-)	920	771	604	30.1944
G249;G249.1(+)	763	614	3406	213.806
G250;G250.1(-)	1097	948	70	2.84599
G251;G251.1(+)	2007	1858	1081.38	22.4323
G251;G251.2(+)	1818	1669	1047.62	24.1932
G252;G252.1(-)	1271	1122	42	1.44278
G253;G253.1(+)	1920	1771	1960.08	42.6577
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	0	0
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	2896.58	915.102
G253;G253.7(+)	1336	1187	286.604	9.30625
G254;G254.1(+)	856	707	0	0
G254;G254.2(+)	647	498	0	0
G255;G255.1(+)	633	484	130.38	10.3827
G255;G255.2(+)	307	158	0	0
G255;G255.3(+)	848	699	5225.87	288.154
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	19.3438	0.489536
G257;G257.1(-)	2090	1941	4134	82.0897
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	367	11.7779
G259;G259.1(-)	1484	1335	1778	51.3327
G260;G260.1(+)	1363	1214	15	0.476229
G261;G261.1(-)	1616	1467	0	0
G261;G261.2(-)	1712	1563	121	2.9838
G262;G262.1(-)	2091	1942	979	19.4302
G263;G263.1(-)	2062	1913	43	0.866358
G264;G264.1(+)	727	578	108	7.20178
G265;G265.1(-)	1291	1142	1471	49.6467
G266;G266.1(+)	1295	1146	25	0.840812
G267;G267.1(+)	1771	1622	487	11.5724
G268;G268.1(+)	1225	1076	290	10.3879
G269;G269.1(-)	2005	1856	637	13.2283
G270;G270.1(+)	805	656	1245.51	73.1793
G270;G270.2(+)	1027	878	2331.49	102.349
G271;G271.1(-)	2293	2144	3194.87	57.4344
G271;G271.2(-)	2232	2083	400.25	7.40603
G271;G271.3(-)	1209	1060	329.88	11.9948
G272;G272.1(-)	448	299	3	0.386717
G273;G273.1(+)	1083	934	33.9636	1.40156
G273;G273.2(+)	973	824	12.0364	0.563004
G273;G273.3(+)	489	340	0	0
G274;G274.1(+)	827	678	10	0.568478
G275;G275.1(-)	760	611	294	18.546
G276;G276.1(-)	1495	1346	589	16.8661
G277;G277.1(-)	1141	992	196	7.61532
G278;G278.1(+)	1389	1240	261	8.11265
G279;G279.1(+)	698	549	35274.4	2476.45
G279;G279.2(+)	1222	1073	326.569	11.7306
G279;G279.3(+)	1082	933	137.076	5.6627
G280;G280.1(+)	1808	1659	369	8.57282
G281;G281.1(-)	2690	2541	664	10.0718
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	74	4.11569
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	507	14.3369
G285;G285.1(-)	643	494	337.064	26.2984
G285;G285.2(-)	1010	861	567.936	25.4238
G286;G286.1(-)	1889	1740	418	9.25914
G287;G287.1(+)	848	699	8	0.44112
G288;G288.1(+)	960	811	2223.75	105.684
G289;G289.1(+)	928	779	66	3.2655
G290;G290.1(-)	1849	1700	1203	27.2747
G291;G291.1(+)	1194	1045	2586	95.3797
G292;G292.1(-)	1079	930	276	11.4385
G293;G293.1(+)	486	337	116	13.267
G294;G294.1(-)	1941	1792	70.8085	1.52297
G294;G294.2(-)	1612	1463	27.1915	0.716362
G295;G295.1(-)	2753	2604	36	0.53285
G296;G296.1(-)	2039	1890	523	10.6656
G297;G297.1(+)	1617	1468	632	16.5934
G298;G298.1(+)	3435	3286	213.56	2.50494
G298;G298.2(+)	1580	1431	6.43978	0.17345
G299;G299.1(+)	2087	1938	672	13.3647
G300;G300.1(-)	1489	1340	405.122	11.6526
G300;G300.2(-)	1431	1282	37.8782	1.13879
G301;G301.1(-)	2121	1972	331.575	6.48065
G301;G301.2(-)	2008	1859	107.425	2.22725
G302;G302.1(-)	1011	862	1003.78	44.8821
G302;G302.2(-)	859	710	929.224	50.4435
G303;G303.1(-)	1179	1030	1104	41.3119
G304;G304.1(-)	1978	1829	219	4.61503
G305;G305.1(+)	2631	2482	747	11.6001
G306;G306.1(+)	2019	1870	153	3.1535
G307;G307.1(-)	1058	909	819	34.7267
G308;G308.1(+)	1505	1356	161	4.57625
G309;G309.1(+)	543	394	246	24.0648
G310;G310.1(+)	1297	1148	363	12.1873
G311;G311.1(+)	1642	1493	993.522	25.6485
G311;G311.2(+)	2925	2776	19.4778	0.270436
G312;G312.1(+)	1624	1475	141.499	3.69746
G312;G312.2(+)	1840	1691	299.775	6.83275
G312;G312.3(+)	1190	1041	352.726	13.0596
G313;G313.1(+)	747	598	1279	82.4353
G314;G314.1(+)	1288	1139	17.4715	0.591222
G314;G314.2(+)	1319	1170	518.113	17.068
G314;G314.3(+)	3215	3066	92.6418	1.1646
G314;G314.4(+)	1099	950	35.7741	1.4514
G315;G315.1(-)	2864	2715	544	7.72276
G316;G316.1(-)	1878	1729	1176	26.2154
G317;G317.1(+)	781	632	166	10.1236
G318;G318.1(+)	1193	1044	37	1.36598
G319;G319.1(-)	1749	1600	561.807	13.5335
G319;G319.2(-)	1702	1553	256.193	6.35829
G320;G320.1(+)	815	666	400	23.1489
G321;G321.1(-)	767	618	906	56.5045
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	153	9.82842
G323;G323.1(+)	1130	981	314	12.3369
G324;G324.1(+)	1945	1796	17	0.364826
G325;G325.1(+)	1399	1250	47	1.44921
G326;G326.1(-)	1159	1010	133	5.07544
G327;G327.1(-)	763	614	110.205	6.91794
G327;G327.2(-)	646	497	125.795	9.75552
G328;G328.1(-)	2489	2340	357	5.88025
G329;G329.1(-)	1452	1303	102	3.01717
G330;G330.1(-)	1107	958	667	26.8351
G331;G331.1(-)	1101	952	38	1.53847
G332;G332.1(-)	2348	2199	438	7.67702
G333;G333.1(+)	492	343	4	0.449479
G334;G334.1(-)	1218	1069	291	10.492
G335;G335.1(+)	1470	1321	475	13.8591
G336;G336.1(-)	1437	1288	143.988	4.30879
G336;G336.2(-)	1220	1071	96.0116	3.45524
G337;G337.1(+)	2275	2126	1164	21.1025
G338;G338.1(+)	421	272	109	15.4455
G339;G339.1(-)	767	618	167.278	10.4326
G339;G339.2(-)	634	485	6238.72	495.79
G340;G340.1(+)	1308	1159	883	29.3644
G341;G341.1(-)	888	739	1264	65.9244
G342;G342.1(+)	2153	2004	3338	64.1996
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	1126	20.9052
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	1321	48.7226
G345;G345.1(+)	1981	1832	102	2.14594
G346;G346.1(+)	1908	1759	287	6.28868
G347;G347.1(+)	1735	1586	182	4.42295
G348;G348.1(+)	1804	1655	0	0
G348;G348.2(+)	1937	1788	199	4.28972
G349;G349.1(-)	1011	862	328	14.666
G350;G350.1(+)	2309	2160	0.000104044	1.85656e-06
G350;G350.2(+)	2412	2263	222	3.78105
G351;G351.1(-)	1095	946	402	16.3787
G352;G352.1(-)	1373	1224	397.931	12.5305
G352;G352.2(-)	1269	1120	34.0695	1.17244
G353;G353.1(-)	2670	2521	89	1.3607
G354;G354.1(-)	1825	1676	835	19.2024
G355;G355.1(+)	2624	2475	1645	25.6174
G356;G356.1(+)	3144	2995	369	4.74868
G357;G357.1(-)	1046	897	192	8.24997
G358;G358.1(+)	794	645	55	3.2866
G359;G359.1(+)	928	779	85	4.20557
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	827	25.7679
G361;G361.1(+)	1789	1640	745	17.5088
G362;G362.1(-)	687	538	1245	89.193
G363;G363.1(+)	1385	1236	657	20.4876
G364;G364.1(+)	1907	1758	799	17.5175
G365;G365.1(+)	1272	1123	12	0.411856
G366;G366.1(+)	2724	2575	1399	20.9404
G367;G367.1(+)	456	307	0	0
G367;G367.2(+)	1728	1579	1413	34.4908
G368;G368.1(-)	1593	1444	1343	35.847
G368;G368.2(-)	1329	1180	2.36142e-05	7.71322e-07
G369;G369.1(+)	1786	1637	959	22.5795
G370;G370.1(-)	2061	1912	2846	57.3708
G371;G371.1(-)	1252	1103	1426.83	49.8588
G371;G371.2(-)	953	804	13.7764	0.660424
G371;G371.3(-)	1226	1077	553.39	19.8043
G372;G372.1(+)	1227	1078	7	0.250278
G373;G373.1(-)	1038	889	1188	51.5061
G374;G374.1(+)	1060	911	162	6.85394
G375;G375.1(+)	1002	853	550	24.8518
G376;G376.1(-)	1500	1351	102.915	2.93606
G376;G376.2(-)	2395	2246	530.085	9.09661
G377;G377.1(+)	830	681	3	0.169792
G378;G378.1(-)	2578	2429	7001	111.09
G379;G379.1(+)	446	297	39	5.06118
G380;G380.1(+)	2685	2536	1844	28.0256
G381;G381.1(+)	482	333	41.0048	4.74607
G381;G381.2(+)	1071	922	128	5.35085
G382;G382.1(+)	1402	1253	76	2.33779
G383;G383.1(+)	702	553	112	7.80614
G384;G384.1(-)	1206	1057	105	3.82876
G385;G385.1(-)	842	693	378	21.0234
G385;G385.2(-)	776	627	130	7.99134
G386;G386.1(+)	1572	1423	403.814	10.9376
G386;G386.2(+)	1418	1269	25.1856	0.764952
G387;G387.1(+)	830	681	993	56.2012
G388;G388.1(+)	1909	1760	1551	33.9659
G389;G389.1(+)	1217	1068	1041	37.5684
G390;G390.1(-)	1895	1746	1939	42.8033
G391;G391.1(+)	1574	1425	32	0.865523
G392;G392.1(+)	665	516	53	3.95886
G393;G393.1(-)	2441	2292	542	9.11441
G394;G394.1(-)	1952	1803	658	14.0661
G395;G395.1(-)	1806	1657	825	19.19
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	28.4419	1.24572
G396;G396.3(+)	1014	865	2012.56	89.676
G397;G397.1(-)	1376	1227	114	3.581
G398;G398.1(-)	1708	1559	54	1.33503
G399;G399.1(+)	1801	1652	645	15.0485
G400;G400.1(-)	1245	1096	557	19.5879
G401;G401.1(-)	974	825	149.954	7.00564
G401;G401.2(-)	1135	986	461.046	18.0223
G402;G402.1(-)	1529	1380	320	8.93747
G403;G403.1(+)	1044	895	331.253	14.2653
G403;G403.2(+)	774	625	57.7474	3.5612
G404;G404.1(+)	1699	1550	355	8.82755
G405;G405.1(+)	1915	1766	392	8.55537
G406;G406.1(-)	856	707	183	9.97643
G407;G407.1(+)	2027	1878	3466	71.1339
G408;G408.1(+)	953	804	227	10.8821
G409;G409.1(-)	1304	1155	235	7.84205
G410;G410.1(-)	2750	2601	374.24	5.54566
G410;G410.2(-)	2651	2502	575.76	8.86947
G411;G411.1(+)	967	818	1	0.0471184
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4648	90.1596
G413;G413.1(+)	1342	1193	24.036	0.776542
G413;G413.2(+)	1403	1254	2504.96	76.9924
G414;G414.1(-)	1199	1050	2936	107.773
G415;G415.1(-)	3912	3763	5167	52.9234
G416;G416.1(-)	639	490	619	48.6898
G417;G417.1(-)	1341	1192	2553	82.5502
G418;G418.1(+)	1309	1160	91.7016	3.04693
G418;G418.2(+)	1406	1257	427.639	13.1125
G418;G418.3(+)	634	485	227.659	18.092
G419;G419.1(+)	922	773	600	29.9168
G420;G420.1(-)	907	758	8113.85	412.573
G420;G420.2(-)	576	427	0	0
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	0	0
G420;G420.5(-)	733	584	4.21573	0.27823
G420;G420.6(-)	585	436	2.24455	0.198421
G420;G420.7(-)	529	380	0	0
G420;G420.8(-)	713	564	0	0
G420;G420.9(-)	682	533	11.3623	0.821643
G420;G420.10(-)	638	489	4.3293	0.341234
G421;G421.1(-)	637	488	154	12.1631
G422;G422.1(-)	920	771	666	33.2938
G423;G423.1(-)	735	586	26	1.71009
G424;G424.1(-)	879	730	200	10.5597
G425;G425.1(-)	1135	986	2124	83.0274
G426;G426.1(+)	2099	1950	618.744	12.2298
G426;G426.2(+)	2156	2007	272.256	5.22845
G427;G427.1(-)	654	505	12	0.915869
