target_id	length	eff_length	est_counts	tpm
G79;G79.1(+)	1568	1419	22	0.656664
G80;G80.1(+)	892	743	739	42.1268
G81;G81.1(+)	1299	1150	279	10.2757
G82;G82.1(-)	896	747	104	5.89679
G83;G83.1(-)	2333	2184	1790	34.7139
G83;G83.2(-)	2136	1987	0	0
G84;G84.1(+)	2957	2808	178	2.68489
G85;G85.1(-)	1806	1657	658.464	16.8311
G85;G85.2(-)	1499	1350	1072.54	33.6497
G86;G86.1(+)	1019	870	154	7.49729
G87;G87.1(+)	1405	1256	150.366	5.07065
G87;G87.2(+)	494	345	0	0
G87;G87.3(+)	979	830	1635.63	83.4663
G88;G88.1(+)	393	244	0	0
G88;G88.2(+)	1874	1725	4030	98.9507
G88;G88.3(+)	1466	1317	0	0
G88;G88.4(+)	1473	1324	0	0
G89;G89.1(+)	665	516	240	19.6999
G90;G90.1(-)	686	537	208.544	16.4485
G90;G90.2(-)	583	434	81.4563	7.94947
G91;G91.1(-)	1195	1046	70	2.83445
G92;G92.1(-)	1686	1537	633	17.4435
G93;G93.1(-)	2228	2079	3043	61.9941
G94;G94.1(+)	1252	1103	251	9.63832
G95;G95.1(+)	1951	1802	22	0.517096
G96;G96.1(-)	1956	1807	16	0.375029
G97;G97.1(-)	915	766	844	46.6677
G98;G98.1(+)	938	789	617.77	33.1629
G98;G98.2(+)	468	319	124.23	16.4945
G99;G99.1(-)	778	629	330.135	22.2302
G100;G100.1(-)	879	730	31980.8	1855.54
G100;G100.2(-)	684	535	0	0
G101;G101.1(+)	705	556	1556.07	118.538
G102;G102.1(-)	2075	1926	191.888	4.21981
G102;G102.2(-)	2202	2053	50.1125	1.03386
G103;G103.1(-)	1744	1595	705	18.7211
G104;G104.1(-)	2579	2430	1039	18.1097
G105;G105.1(-)	724	575	20	1.47321
G106;G106.1(+)	1828	1679	435	10.9734
G107;G107.1(+)	828	679	1922	119.891
G107;G107.2(+)	473	324	0	0
G107;G107.3(+)	558	409	0	0
G108;G108.1(-)	1834	1685	824.65	20.7287
G108;G108.2(-)	1362	1213	1103.35	38.5261
G109;G109.1(-)	2120	1971	392	8.42369
G110;G110.1(-)	1997	1848	85	1.94814
G111;G111.1(+)	1718	1569	75	2.02461
G112;G112.1(-)	1323	1174	211.132	7.61709
G112;G112.2(-)	1342	1193	39.0932	1.38792
G112;G112.3(-)	611	462	81.7748	7.49688
G113;G113.1(+)	2160	2011	437.991	9.22478
G113;G113.2(+)	1951	1802	0.00914951	0.000215053
G114;G114.1(-)	1426	1277	170	5.63847
G115;G115.1(-)	209	60.5922	16	11.1842
G116;G116.1(-)	562	413	267	27.3819
G117;G117.1(-)	721	572	310.389	22.9833
G118;G118.1(-)	1413	1264	743	24.8969
G119;G119.1(-)	979	830	51.5761	2.63192
G120;G120.1(+)	905	756	134	7.50734
G121;G121.1(-)	1325	1176	5	0.18008
G122;G122.1(-)	2360	2211	158	3.02671
G123;G123.1(+)	1031	882	381	18.2961
G124;G124.1(+)	801	652	0	0
G124;G124.2(+)	1092	943	87.9014	3.94809
G124;G124.3(+)	966	817	6.91059	0.358258
G124;G124.4(+)	1019	870	43.188	2.10255
G125;G125.1(+)	1030	881	126.333	6.07356
G126;G126.1(+)	883	734	137.667	7.94396
G127;G127.1(+)	604	455	35	3.25806
G128;G128.1(+)	1541	1392	1090	33.1658
G129;G129.1(+)	2032	1883	97	2.18185
G130;G130.1(-)	2554	2405	641	11.2888
G131;G131.1(-)	1355	1206	9880	346.987
G131;G131.2(-)	911	762	0	0
G132;G132.1(+)	4174	4025	3214	33.8207
G133;G133.1(-)	1697	1548	162	4.43248
G134;G134.1(-)	1576	1427	168	4.98641
G135;G135.1(+)	1561	1412	576	17.2779
G136;G136.1(+)	774	625	38.6576	2.61974
G136;G136.2(+)	947	798	69.1908	3.67238
G137;G137.1(+)	978	829	302.421	15.4511
G138;G138.1(-)	797	648	7788.6	509.081
G138;G138.2(-)	1328	1179	59.4024	2.13399
G139;G139.1(-)	1340	1191	352	12.518
G140;G140.1(+)	1164	1015	204	8.5127
G141;G141.1(+)	1099	950	302	13.4644
G142;G142.1(+)	1994	1845	588	13.4985
G143;G143.1(+)	1049	900	551	25.9306
G144;G144.1(+)	1562	1413	79.7039	2.38913
G144;G144.2(+)	1741	1592	729.296	19.4028
G145;G145.1(+)	1357	1208	159.431	5.58995
G145;G145.2(+)	1245	1096	0.569221	0.0219975
G146;G146.1(-)	849	700	670.707	40.5824
G147;G147.1(-)	713	564	320.89	24.098
G148;G148.1(-)	817	668	867.742	55.0195
G148;G148.2(-)	712	563	0	0
G149;G149.1(+)	678	529	958.155	76.7155
G150;G150.1(+)	773	624	162	10.996
G151;G151.1(-)	2442	2293	1028	18.9886
G152;G152.1(-)	1373	1224	719.408	24.8941
G152;G152.2(-)	1602	1453	125.592	3.661
G153;G153.1(+)	863	714	589	34.9398
G154;G154.1(-)	1404	1255	5	0.168744
G155;G155.1(-)	871	722	37	2.17054
G156;G156.1(+)	1163	1014	601	25.1038
G157;G157.1(+)	1750	1601	646	17.0901
G158;G158.1(+)	1549	1400	89.0535	2.69418
G158;G158.2(+)	1736	1587	33.9465	0.905986
G159;G159.1(-)	1261	1112	101	3.84698
G160;G160.1(-)	545	396	218	23.3166
G161;G161.1(-)	1225	1076	7	0.275543
G162;G162.1(-)	1991	1842	855	19.6598
G162;G162.2(-)	416	267	0	0
G163;G163.1(-)	1809	1660	1213	30.9496
G164;G164.1(+)	473	324	0	0
G164;G164.2(+)	587	438	5	0.483503
G165;G165.1(-)	889	740	12969	742.297
G166;G166.1(-)	506	357	241	28.5925
G167;G167.1(-)	1776	1627	182	4.73791
G168;G168.1(-)	734	585	7	0.50681
G169;G169.1(-)	1292	1143	651.338	24.1359
G169;G169.2(-)	1133	984	0	0
G170;G170.1(-)	2063	1914	94	2.08012
G171;G171.1(+)	1665	1516	0	0
G172;G172.1(-)	1690	1541	30.2357	0.831037
G172;G172.2(-)	1391	1242	182.764	6.23265
G173;G173.1(+)	1499	1350	243	7.62387
G174;G174.1(+)	1463	1314	798	25.7223
G175;G175.1(-)	1702	1553	556	15.1637
G176;G176.1(+)	1485	1336	355	11.2545
G177;G177.1(-)	982	833	418	21.2537
G178;G178.1(+)	1284	1135	225	8.39633
G179;G179.1(+)	1035	886	58	2.77266
G180;G180.1(-)	1768	1619	558	14.5979
G181;G181.1(-)	1907	1758	140	3.37297
G182;G182.1(-)	2276	2127	269.996	5.37641
G182;G182.2(-)	2199	2050	1485.99	30.7019
G182;G182.3(-)	500	351	125.015	15.0854
G183;G183.1(-)	951	802	126	6.65425
G184;G184.1(+)	680	531	115	9.17289
G185;G185.1(-)	1448	1299	64	2.08677
G186;G186.1(-)	2221	2072	682	13.9411
G187;G187.1(-)	2658	2509	2085.36	35.2033
G187;G187.2(-)	1053	904	604.638	28.3289
G188;G188.1(-)	1939	1790	45	1.06479
G189;G189.1(+)	1272	1123	80	3.01726
G190;G190.1(+)	802	653	83	5.38354
G191;G191.1(-)	1510	1361	520.634	16.2023
G191;G191.2(-)	1550	1401	189.366	5.7249
G192;G192.1(-)	1552	1403	295	8.90569
G192;G192.2(-)	1448	1299	0	0
G193;G193.1(+)	1447	1298	316.243	10.3193
G194;G194.1(-)	2602	2453	835.867	14.4325
G194;G194.2(-)	2632	2483	19.1325	0.326361
G195;G195.1(-)	1054	905	284	13.2915
G196;G196.1(-)	3072	2923	3568	51.701
G197;G197.1(+)	1260	1111	32	1.21994
G198;G198.1(+)	874	725	50	2.92102
G199;G199.1(-)	944	795	49.1753	2.61989
G199;G199.2(-)	847	698	136.825	8.30256
G200;G200.1(-)	621	472	254	22.7926
G201;G201.1(+)	2085	1936	322	7.04455
G202;G202.1(-)	621	472	377	33.83
G203;G203.1(-)	762	613	88	6.0803
G204;G204.1(-)	1430	1281	349	11.5393
G205;G205.1(+)	916	767	232.801	12.8556
G205;G205.2(+)	1067	918	474.199	21.8787
G206;G206.1(-)	1333	1184	0	0
G206;G206.2(-)	1873	1724	38.9032	0.955764
G206;G206.3(-)	1491	1342	143.355	4.52442
G206;G206.4(-)	1148	999	486.742	20.6365
G207;G207.1(-)	472	323	143	18.7515
G208;G208.1(-)	2512	2363	119.066	2.13416
G208;G208.2(-)	2413	2264	7.9339	0.148427
G209;G209.1(+)	2462	2313	877	16.0593
G210;G210.1(-)	1751	1602	906	23.9535
G211;G211.1(-)	478	329	0	0
G212;G212.1(-)	969	820	730.729	37.7438
G213;G213.1(+)	2147	1998	0	0
G213;G213.2(+)	1972	1823	98	2.27689
G214;G214.1(-)	1726	1577	61	1.63833
G215;G215.1(+)	999	850	0	0
G215;G215.2(+)	1498	1349	1556	48.8541
G216;G216.1(+)	1758	1609	581	15.2941
G217;G217.1(-)	1765	1616	283.822	7.43888
G217;G217.2(-)	1647	1498	2.17806	0.061583
G217;G217.3(-)	772	623	0	0
G218;G218.1(-)	909	760	252.609	14.0779
G219;G219.1(-)	1916	1767	1014	24.3055
G219;G219.2(-)	981	832	11	0.55998
G220;G220.1(-)	650	501	587	49.6253
G221;G221.1(+)	3047	2898	2734.15	39.9601
G221;G221.2(+)	3084	2935	1665.85	24.0398
G222;G222.1(-)	1946	1797	248	5.8453
G223;G223.1(+)	1673	1524	159	4.41891
G224;G224.1(-)	1105	956	337.835	14.9675
G224;G224.2(-)	936	787	0	0
G224;G224.3(-)	839	690	70.1654	4.30702
G225;G225.1(-)	2041	1892	150	3.35794
G226;G226.1(+)	1339	1190	456	16.2301
G227;G227.1(-)	1008	859	1197.38	59.0395
G227;G227.2(-)	4274	4125	2494.62	25.6143
G228;G228.1(+)	1847	1698	306	7.63285
G229;G229.1(-)	983	834	118.352	6.01055
G229;G229.2(-)	1033	884	305.648	14.6444
G230;G230.1(+)	1715	1566	1009	27.2899
G231;G231.1(+)	1400	1251	147	4.97695
G232;G232.1(-)	826	677	3966	248.123
G233;G233.1(-)	1092	943	282	12.666
G234;G234.1(+)	2444	2295	1696	31.3001
G235;G235.1(-)	2757	2608	1247	20.2517
G236;G236.1(+)	1208	1059	0	0
G236;G236.2(+)	1582	1433	902.974	26.689
G236;G236.3(+)	1166	1017	644.026	26.8216
G237;G237.1(+)	1322	1173	774	27.9477
G238;G238.1(-)	881	732	3	0.173585
G239;G239.1(+)	789	640	80.3943	5.32045
G239;G239.2(+)	673	524	83.6057	6.75784
G240;G240.1(+)	1501	1352	1700	53.2568
G241;G241.1(-)	1446	1297	772	25.2104
G242;G242.1(+)	1588	1439	1013	29.8162
G243;G243.1(-)	2912	2763	279	4.27687
G244;G244.1(-)	2227	2078	356.31	7.26249
G244;G244.2(-)	2268	2119	3093.59	61.835
G245;G245.1(-)	1782	1633	326	8.4554
G246;G246.1(+)	1249	1100	397	15.2862
G247;G247.1(+)	1703	1554	223	6.07795
G248;G248.1(-)	920	771	439	24.1164
G249;G249.1(+)	763	614	1633	112.647
G250;G250.1(-)	1097	948	67	2.99343
G251;G251.1(+)	2007	1858	619.333	14.1183
G251;G251.2(+)	1818	1669	274.667	6.97032
G252;G252.1(-)	1271	1122	9	0.339745
G253;G253.1(+)	1920	1771	883.354	21.1261
G253;G253.2(+)	603	454	0	0
G253;G253.3(+)	899	750	232.644	13.1381
G253;G253.4(+)	1082	933	0	0
G253;G253.5(+)	1231	1082	0	0
G253;G253.6(+)	271	122	598.225	207.686
G253;G253.7(+)	1336	1187	257.8	9.19888
G254;G254.1(+)	856	707	7.7398	0.463674
G254;G254.2(+)	647	498	0	0
G255;G255.1(+)	633	484	118.929	10.4075
G255;G255.2(+)	307	158	23.4315	6.28124
G255;G255.3(+)	848	699	2058.09	124.707
G255;G255.4(+)	513	364	0	0
G256;G256.1(+)	1672	1523	2.57917	0.0717271
G257;G257.1(-)	2090	1941	4150	90.5577
G257;G257.2(-)	1521	1372	0	0
G258;G258.1(-)	1350	1201	521	18.3737
G259;G259.1(-)	1484	1335	1095	34.7405
G260;G260.1(+)	1363	1214	2	0.0697773
G261;G261.1(-)	1616	1467	37.649	1.08699
G261;G261.2(-)	1712	1563	66.351	1.79801
G262;G262.1(-)	2091	1942	1218	26.5645
G263;G263.1(-)	2062	1913	13	0.287827
G264;G264.1(+)	727	578	74	5.42259
G265;G265.1(-)	1291	1142	895	33.194
G266;G266.1(+)	1295	1146	9	0.33263
G267;G267.1(+)	1771	1622	290	7.57269
G268;G268.1(+)	1225	1076	279	10.9823
G269;G269.1(-)	2005	1856	456	10.4061
G270;G270.1(+)	805	656	1179.7	76.168
G270;G270.2(+)	1027	878	1399.3	67.5022
G271;G271.1(-)	2293	2144	2166.96	42.8085
G271;G271.2(-)	2232	2083	1.78646e-06	3.63251e-08
G271;G271.3(-)	1209	1060	282.035	11.2694
G272;G272.1(-)	448	299	0	0
G273;G273.1(+)	1083	934	0	0
G273;G273.2(+)	973	824	16	0.822424
G273;G273.3(+)	489	340	0	0
G274;G274.1(+)	827	678	7	0.437292
G275;G275.1(-)	760	611	178.351	12.3634
G276;G276.1(-)	1495	1346	507.685	15.9754
G277;G277.1(-)	1141	992	81	3.45841
G278;G278.1(+)	1389	1240	196	6.6948
G279;G279.1(+)	698	549	23699.4	1828.39
G279;G279.2(+)	1222	1073	96.8522	3.82308
G279;G279.3(+)	1082	933	303.719	13.7878
G280;G280.1(+)	1808	1659	363	9.26751
G281;G281.1(-)	2690	2541	359	5.98402
G282;G282.1(-)	939	790	0	0
G283;G283.1(-)	842	693	19	1.16124
G284;G284.1(+)	1150	1001	0	0
G284;G284.2(+)	1512	1363	653	20.2918
G285;G285.1(-)	643	494	207.055	17.7526
G285;G285.2(-)	1010	861	413.945	20.363
G286;G286.1(-)	1889	1740	252	6.13415
G287;G287.1(+)	848	699	12	0.727122
G288;G288.1(+)	960	811	1182.25	61.7435
G289;G289.1(+)	928	779	66	3.58847
G290;G290.1(-)	1849	1700	719	17.9136
G291;G291.1(+)	1194	1045	1183	47.9481
G292;G292.1(-)	1079	930	167	7.60565
G293;G293.1(+)	486	337	29	3.64478
G294;G294.1(-)	1941	1792	92.5956	2.18854
G294;G294.2(-)	1612	1463	3.40444	0.0985609
G295;G295.1(-)	2753	2604	21	0.341571
G296;G296.1(-)	2039	1890	177	3.96656
G297;G297.1(+)	1617	1468	310	8.94414
G298;G298.1(+)	3435	3286	81	1.04405
G298;G298.2(+)	1580	1431	0	0
G299;G299.1(+)	2087	1938	317	6.92801
G300;G300.1(-)	1489	1340	226.626	7.1632
G300;G300.2(-)	1431	1282	19.3745	0.640095
G301;G301.1(-)	2121	1972	0	0
G301;G301.2(-)	2008	1859	134	3.05301
G302;G302.1(-)	1011	862	1321.36	64.9255
G302;G302.2(-)	859	710	1094.64	65.3007
G303;G303.1(-)	1179	1030	1266	52.0594
G304;G304.1(-)	1978	1829	131	3.03362
G305;G305.1(+)	2631	2482	445	7.59384
G306;G306.1(+)	2019	1870	95	2.15172
G307;G307.1(-)	1058	909	362	16.8674
G308;G308.1(+)	1505	1356	147	4.59156
G309;G309.1(+)	543	394	271	29.1324
G310;G310.1(+)	1297	1148	102	3.76323
G311;G311.1(+)	1642	1493	431.306	12.2357
G311;G311.2(+)	2925	2776	13.6935	0.208929
G312;G312.1(+)	1624	1475	273.377	7.85007
G312;G312.2(+)	1840	1691	40.4038	1.012
G312;G312.3(+)	1190	1041	293.219	11.9301
G313;G313.1(+)	747	598	757	53.6164
G314;G314.1(+)	1288	1139	26.7855	0.996044
G314;G314.2(+)	1319	1170	231.032	8.36354
G314;G314.3(+)	3215	3066	3.18215	0.0439594
G314;G314.4(+)	1099	950	3	0.133752
G315;G315.1(-)	2864	2715	598	9.32898
G316;G316.1(-)	1878	1729	1210	29.641
G317;G317.1(+)	781	632	96	6.43365
G318;G318.1(+)	1193	1044	18	0.730256
G319;G319.1(-)	1749	1600	354.77	9.39139
G319;G319.2(-)	1702	1553	102.23	2.78811
G320;G320.1(+)	815	666	233	14.8178
G321;G321.1(-)	767	618	571	39.1337
G321;G321.2(-)	455	306	0	0
G322;G322.1(+)	749	600	123	8.68274
G323;G323.1(+)	1130	981	309	13.3411
G324;G324.1(+)	1945	1796	2	0.0471657
G325;G325.1(+)	1399	1250	49	1.66031
G326;G326.1(-)	1159	1010	53	2.22258
G327;G327.1(-)	763	614	353	24.3506
G327;G327.2(-)	646	497	0	0
G328;G328.1(-)	2489	2340	390	7.05914
G329;G329.1(-)	1452	1303	77	2.50293
G330;G330.1(-)	1107	958	384	16.9773
G331;G331.1(-)	1101	952	23	1.02328
G332;G332.1(-)	2348	2199	269	5.1812
G333;G333.1(+)	492	343	10	1.23483
G334;G334.1(-)	1218	1069	269	10.658
G335;G335.1(+)	1470	1321	654	20.969
G336;G336.1(-)	1437	1288	89.0323	2.92775
G336;G336.2(-)	1220	1071	19.9677	0.789664
G337;G337.1(+)	2275	2126	872	17.3723
G338;G338.1(+)	421	272	54	8.40868
G339;G339.1(-)	767	618	520.041	35.6412
G339;G339.2(-)	634	485	14969	1307.23
G340;G340.1(+)	1308	1159	246	8.9899
G341;G341.1(-)	888	739	2146	122.995
G342;G342.1(+)	2153	2004	3318	70.1264
G342;G342.2(+)	756	607	0	0
G343;G343.1(+)	2225	2076	691	14.0979
G344;G344.1(+)	499	350	0	0
G344;G344.2(+)	1194	1045	834	33.8028
G345;G345.1(+)	1981	1832	58	1.34093
G346;G346.1(+)	1908	1759	156	3.75631
G347;G347.1(+)	1735	1586	284	7.58435
G348;G348.1(+)	1804	1655	0	0
G348;G348.2(+)	1937	1788	276	6.53799
G349;G349.1(-)	1011	862	255	12.5296
G350;G350.1(+)	2309	2160	34.7402	0.68121
G350;G350.2(+)	2412	2263	159.26	2.98074
G351;G351.1(-)	1095	946	495	22.1624
G352;G352.1(-)	1373	1224	184.014	6.36755
G352;G352.2(-)	1269	1120	36.9861	1.39869
G353;G353.1(-)	2670	2521	64	1.07525
G354;G354.1(-)	1825	1676	480	12.1303
G355;G355.1(+)	2624	2475	877	15.0082
G356;G356.1(+)	3144	2995	222	3.13949
G357;G357.1(-)	1046	897	132	6.23282
G358;G358.1(+)	794	645	44	2.88932
G359;G359.1(+)	928	779	66	3.58847
G360;G360.1(+)	1097	948	0	0
G360;G360.2(+)	1386	1237	347	11.8813
G361;G361.1(+)	1789	1640	519	13.4038
G362;G362.1(-)	687	538	793	62.4301
G363;G363.1(+)	1385	1236	234	8.01863
G364;G364.1(+)	1907	1758	411	9.90207
G365;G365.1(+)	1272	1123	7	0.264011
G366;G366.1(+)	2724	2575	1147	18.8664
G367;G367.1(+)	456	307	40.3695	5.56952
G367;G367.2(+)	1728	1579	1129.63	30.301
G368;G368.1(-)	1593	1444	596.197	17.4874
G368;G368.2(-)	1329	1180	34.803	1.24922
G369;G369.1(+)	1786	1637	445	11.5137
G370;G370.1(-)	2061	1912	1877	41.5795
G371;G371.1(-)	1252	1103	1128.64	43.3393
G371;G371.2(-)	953	804	50.7953	2.6759
G371;G371.3(-)	1226	1077	786.569	30.9331
G372;G372.1(+)	1227	1078	0	0
G373;G373.1(-)	1038	889	966	46.0234
G374;G374.1(+)	1060	911	109	5.0677
G375;G375.1(+)	1002	853	349	17.3292
G376;G376.1(-)	1500	1351	357.543	11.2092
G376;G376.2(-)	2395	2246	408.457	7.70264
G377;G377.1(+)	830	681	2	0.12439
G378;G378.1(-)	2578	2429	3926	68.4582
G379;G379.1(+)	446	297	18	2.56696
G380;G380.1(+)	2685	2536	1206	20.1419
G381;G381.1(+)	482	333	30.0049	3.81637
G381;G381.2(+)	1071	922	154	7.07445
G382;G382.1(+)	1402	1253	24	0.811266
G383;G383.1(+)	702	553	130	9.95683
G384;G384.1(-)	1206	1057	78	3.12552
G385;G385.1(-)	842	693	157.5	9.6261
G385;G385.2(-)	776	627	110.5	7.46445
G386;G386.1(+)	1572	1423	222	6.60771
G386;G386.2(+)	1418	1269	1.9434e-07	6.4864e-09
G387;G387.1(+)	830	681	470	29.2317
G388;G388.1(+)	1909	1760	1201	28.9024
G389;G389.1(+)	1217	1068	675	26.7692
G390;G390.1(-)	1895	1746	876	21.2502
G391;G391.1(+)	1574	1425	22	0.653899
G392;G392.1(+)	665	516	11	0.902913
G393;G393.1(-)	2441	2292	343	6.33844
G394;G394.1(-)	1952	1803	764	17.9474
G395;G395.1(-)	1806	1657	721	18.4296
G396;G396.1(+)	867	718	0	0
G396;G396.2(+)	1029	880	52.7932	2.54096
G396;G396.3(+)	1014	865	1132.21	55.4387
G397;G397.1(-)	1376	1227	157	5.41949
G398;G398.1(-)	1708	1559	31	0.842206
G399;G399.1(+)	1801	1652	463	11.8706
G400;G400.1(-)	1245	1096	63	2.43463
G401;G401.1(-)	974	825	157.542	8.08807
G401;G401.2(-)	1135	986	219.458	9.42709
G402;G402.1(-)	1529	1380	254	7.79574
G403;G403.1(+)	1044	895	280.86	13.2914
G403;G403.2(+)	774	625	42.1401	2.85574
G404;G404.1(+)	1699	1550	230	6.28491
G405;G405.1(+)	1915	1766	286	6.85928
G406;G406.1(-)	856	707	112	6.70968
G407;G407.1(+)	2027	1878	1994	44.971
G408;G408.1(+)	953	804	186	9.79851
G409;G409.1(-)	1304	1155	140	5.13392
G410;G410.1(-)	2750	2601	97.1185	1.58148
G410;G410.2(-)	2651	2502	455.881	7.71734
G411;G411.1(+)	967	818	0	0
G411;G411.2(+)	1017	868	0	0
G412;G412.1(+)	2136	1987	4272	91.0618
G413;G413.1(+)	1342	1193	309.893	11.0021
G413;G413.2(+)	1403	1254	3440.11	116.192
G414;G414.1(-)	1199	1050	2479	99.9977
G415;G415.1(-)	3912	3763	3236	36.4231
G416;G416.1(-)	639	490	338	29.2162
G417;G417.1(-)	1341	1192	2002	71.1362
G418;G418.1(+)	1309	1160	81.0361	2.95885
G418;G418.2(+)	1406	1257	362.845	12.2261
G418;G418.3(+)	634	485	163.119	14.2451
G419;G419.1(+)	922	773	361	19.7802
G420;G420.1(-)	907	758	13352.4	746.091
G420;G420.2(-)	576	427	2.41753e-08	2.39799e-09
G420;G420.3(-)	319	170	0	0
G420;G420.4(-)	547	398	2.59027	0.275655
G420;G420.5(-)	733	584	27.6584	2.00594
G420;G420.6(-)	585	436	4.76048	0.462452
G420;G420.7(-)	529	380	6.76419	0.753938
G420;G420.8(-)	713	564	0	0
G420;G420.9(-)	682	533	5.88949	0.468008
G420;G420.10(-)	638	489	18.9839	1.64429
G421;G421.1(-)	637	488	64	5.55473
G422;G422.1(-)	920	771	481	26.4237
G423;G423.1(-)	735	586	6	0.433667
G424;G424.1(-)	879	730	137	7.94878
G425;G425.1(-)	1135	986	1256	53.953
G426;G426.1(+)	2099	1950	449.941	9.77292
G426;G426.2(+)	2156	2007	104.059	2.19601
G427;G427.1(-)	654	505	1	0.083871
G428;G428.1(-)	2167	2018	823.377	17.2815
G428;G428.2(-)	723	574	36.6227	2.70235
G429;G429.1(+)	331	182	251	58.4124
